ENTRIESn_hourly,day_hour,latitude,longitude,fog,rain,precipi,pressurei,tempi,wspdi
502,40,40.753824,-73.981966,0,0,0,29.93,59,8.1
3250,44,40.753824,-73.981966,0,0,0,29.95,57,9.2
4801,48,40.753824,-73.981966,0,1,0.02,29.97,53.6,17.3
655,52,40.753824,-73.981966,0,0,0.01,29.94,55.9,9.2
977,60,40.753824,-73.981966,0,0,0,29.99,64,9.2
2482,64,40.753824,-73.981966,0,1,0.15,29.99,60.8,8.1
6871,68,40.753824,-73.981966,0,0,0,29.98,60.8,6.9
1845,72,40.753824,-73.981966,0,1,0.06,29.98,59,6.9
201,76,40.753824,-73.981966,0,0,0,30,60.8,0
132,80,40.753824,-73.981966,0,0,0,30.04,62.6,4.6
860,84,40.753824,-73.981966,0,0,0,30.01,73,3.5
2224,88,40.753824,-73.981966,0,0,0,30,69.8,5.8
6285,92,40.753824,-73.981966,0,0,0,29.97,64,5.8
1948,96,40.753824,-73.981966,0,0,0,29.96,60.1,0
287,100,40.753824,-73.981966,0,0,0,29.97,57.2,0
76,104,40.753824,-73.981966,0,0,0,29.99,60.8,0
926,108,40.753824,-73.981966,0,1,0.01,29.97,60.8,0
2655,112,40.753824,-73.981966,0,1,0.01,29.95,62.6,0
5646,116,40.753824,-73.981966,0,0,0,29.93,59,0
1856,120,40.753824,-73.981966,0,0,0,29.94,57.9,0
208,124,40.753824,-73.981966,0,0,0,29.95,55.4,0
32,128,40.753824,-73.981966,0,0,0,29.96,62.1,0
494,132,40.753824,-73.981966,0,0,0,29.96,73,5.8
951,136,40.753824,-73.981966,0,0,0,29.93,73,3.5
1478,140,40.753824,-73.981966,0,0,0,30,60.8,0
539,144,40.753824,-73.981966,0,0,0,30.06,57.2,0
121,148,40.753824,-73.981966,0,0,0,30.08,57.9,5.8
20,152,40.753824,-73.981966,0,0,0,30.17,57,4.6
242,156,40.753824,-73.981966,0,0,0,30.17,55.9,8.1
667,160,40.753824,-73.981966,0,0,0,30.17,55,5.8
863,164,40.753824,-73.981966,0,0,0,30.14,54,4.6
319,0,40.753824,-73.981966,0,0,0,30.14,55,5.8
54,4,40.753824,-73.981966,0,0,0,30.11,57,5.8
124,8,40.753824,-73.981966,0,0,0,30.06,60.1,6.9
811,12,40.753824,-73.981966,0,0,0,30.02,61,8.1
1942,16,40.753824,-73.981966,0,0,0,29.89,64.9,8.1
6220,20,40.753824,-73.981966,0,0,0,29.83,63,9.2
1662,24,40.753824,-73.981966,0,0,0,29.81,66.2,4.6
239,28,40.753824,-73.981966,0,0,0,29.78,68,3.5
23,32,40.753824,-73.981966,0,0,0,29.8,69.8,5.8
845,36,40.753824,-73.981966,0,0,0,29.76,79,8.1
2110,40,40.753824,-73.981966,0,0,0,29.76,80.1,9.2
6349,44,40.753824,-73.981966,0,0,0,29.79,77,0
1890,48,40.753824,-73.981966,0,0,0,29.84,72,3.5
264,52,40.753824,-73.981966,0,0,0,29.86,66.9,5.8
110,56,40.753824,-73.981966,0,0,0,29.93,70,3.5
689,60,40.753824,-73.981966,0,0,0,29.93,81,4.6
2243,64,40.753824,-73.981966,0,0,0,29.91,79,9.2
6513,68,40.753824,-73.981966,0,0,0,29.92,70,4.6
1947,72,40.753824,-73.981966,0,0,0,29.94,66.9,4.6
249,76,40.753824,-73.981966,0,0,0,29.93,64.9,4.6
61,80,40.753824,-73.981966,1,0,0,29.95,69.1,6.9
868,84,40.753824,-73.981966,1,0,0,29.91,73.9,10.4
2200,88,40.753824,-73.981966,1,0,0,29.89,71.6,10.4
6270,92,40.753824,-73.981966,1,0,0,29.86,69.1,8.1
1998,96,40.753824,-73.981966,0,0,0,29.92,66.9,0
247,100,40.753824,-73.981966,0,0,0,29.95,64.4,0
98,104,40.753824,-73.981966,1,0,0,29.99,71.1,5.8
842,108,40.753824,-73.981966,1,0,0,29.96,82,8.1
3592,112,40.753824,-73.981966,0,0,0,29.91,81,6.9
4721,116,40.753824,-73.981966,0,0,0,29.96,72,5.8
1496,120,40.753824,-73.981966,0,0,0,29.98,71.1,0
217,124,40.753824,-73.981966,0,0,0,29.98,69.1,0
13,128,40.753824,-73.981966,0,0,0,30.04,73,0
462,132,40.753824,-73.981966,0,0,0,30.02,82,4.6
985,136,40.753824,-73.981966,0,0,0,30.03,77,6.9
1484,140,40.753824,-73.981966,0,0,0,30.05,72,6.9
826,144,40.753824,-73.981966,0,0,0,30.06,71.1,9.2
182,148,40.753824,-73.981966,0,0,0,30.07,68,3.5
46,152,40.753824,-73.981966,1,0,0,30.12,72,5.8
375,156,40.753824,-73.981966,0,0,0,30.09,80.1,8.1
748,160,40.753824,-73.981966,0,0,0,30.04,80.1,5.8
1313,164,40.753824,-73.981966,0,0,0,30.06,75.9,4.6
662,0,40.753824,-73.981966,0,0,0,30.07,75,6.9
119,4,40.753824,-73.981966,0,0,0,30.03,73,6.9
42,8,40.753824,-73.981966,0,0,0,30.08,71.1,6.9
230,12,40.753824,-73.981966,0,0,0,30.09,81,0
886,16,40.753824,-73.981966,0,0,0,30.06,86,3.5
1471,20,40.753824,-73.981966,0,0,0,30.09,84,3.5
795,24,40.753824,-73.981966,0,0,0,30.12,79,4.6
59,28,40.753824,-73.981966,0,0,0,30.14,73.9,3.5
111,32,40.753824,-73.981966,0,0,0,30.19,78.1,8.1
783,36,40.753824,-73.981966,0,0,0,30.19,84.9,10.4
2185,40,40.753824,-73.981966,0,0,0,30.16,81,8.1
6476,44,40.753824,-73.981966,0,0,0,30.17,73,4.6
5525,144,40.759578,-73.830056,0,0,0,30.22,55.9,3.5
853,148,40.759578,-73.830056,0,0,0,30.25,52,3.5
1995,152,40.759578,-73.830056,0,0,0,30.3,55,9.2
7718,156,40.759578,-73.830056,0,0,0,30.28,62.1,6.9
8194,160,40.759578,-73.830056,0,0,0,30.26,57.9,15
7539,164,40.759578,-73.830056,0,0,0,30.28,52,10.4
3891,0,40.759578,-73.830056,0,0,0,30.31,50,6.9
492,4,40.759578,-73.830056,0,0,0,30.27,50,4.6
11653,8,40.759578,-73.830056,0,0,0,30.3,53.1,10.4
18789,12,40.759578,-73.830056,0,0,0,30.24,57,11.5
10553,16,40.759578,-73.830056,0,0,0,30.16,59,11.5
11092,20,40.759578,-73.830056,0,0,0,30.15,55.9,4.6
4817,24,40.759578,-73.830056,0,0,0,30.13,54,4.6
417,28,40.759578,-73.830056,0,0,0,30.11,51.8,5.8
11072,32,40.759578,-73.830056,0,0,0,30.12,55,8.1
20134,36,40.759578,-73.830056,0,0,0,30.07,60.8,9.2
10570,40,40.759578,-73.830056,0,0,0,29.98,66,9.2
11823,44,40.759578,-73.830056,0,0,0,29.95,62.1,11.5
4880,48,40.759578,-73.830056,0,0,0,29.94,59,9.2
448,52,40.759578,-73.830056,0,0,0,29.91,60.1,0
12902,56,40.759578,-73.830056,0,1,0.03,29.94,55.4,15
17613,60,40.759578,-73.830056,0,1,0.03,29.96,51.1,11.5
10089,64,40.759578,-73.830056,0,0,0,29.96,48,18.4
10610,68,40.759578,-73.830056,0,0,0,30.01,50,16.1
4737,72,40.759578,-73.830056,0,0,0,30.01,48.9,16.1
437,76,40.759578,-73.830056,0,0,0,29.98,48,12.7
8555,80,40.759578,-73.830056,0,0,0,29.99,52,15
21061,84,40.759578,-73.830056,0,0,0,29.91,60.8,15
12193,88,40.759578,-73.830056,0,0,0,29.88,63,19.6
11365,92,40.759578,-73.830056,0,0,0,29.94,57.9,12.7
5349,96,40.759578,-73.830056,0,0,0,29.97,55,3.5
540,100,40.759578,-73.830056,0,0,0,29.96,52,8.1
12116,104,40.759578,-73.830056,0,0,0,29.99,60.1,3.5
17846,108,40.759578,-73.830056,0,0,0,29.94,68,16.1
10445,112,40.759578,-73.830056,0,0,0,29.86,66.9,16.1
11682,116,40.759578,-73.830056,0,0,0,29.86,61,12.7
5970,120,40.759578,-73.830056,0,0,0,29.87,59,6.9
783,124,40.759578,-73.830056,0,0,0,29.83,55.9,4.6
2746,128,40.759578,-73.830056,0,0,0,29.86,60.1,6.9
10306,132,40.759578,-73.830056,0,0,0,29.82,68,5.8
9289,136,40.759578,-73.830056,0,0,0,29.8,66.9,15
9212,140,40.759578,-73.830056,0,0,0,29.85,59,11.5
5771,144,40.759578,-73.830056,0,0,0,29.86,57,3.5
988,148,40.759578,-73.830056,0,0,0,29.87,54,6.9
1666,152,40.759578,-73.830056,0,0,0,29.9,60.1,9.2
7383,156,40.759578,-73.830056,0,0,0,29.88,69.1,0
7868,160,40.759578,-73.830056,0,0,0,29.85,69.1,8.1
7252,164,40.759578,-73.830056,0,0,0,29.92,64,6.9
4008,0,40.759578,-73.830056,0,0,0,29.96,57.9,6.9
543,4,40.759578,-73.830056,0,0,0,29.94,55.9,9.2
12764,8,40.759578,-73.830056,0,0,0,30.01,57,11.5
18443,12,40.759578,-73.830056,0,0,0,29.94,64,17.3
10506,16,40.759578,-73.830056,0,0,0,29.88,66.9,19.6
11162,20,40.759578,-73.830056,0,0,0,29.92,64,12.7
4868,24,40.759578,-73.830056,0,0,0,29.93,57.9,12.7
464,28,40.759578,-73.830056,0,0,0,29.96,55,9.2
10412,32,40.759578,-73.830056,0,0,0,30.01,60.1,11.5
20975,36,40.759578,-73.830056,0,0,0,29.95,66.9,13.8
10926,40,40.759578,-73.830056,0,0,0,29.93,71.1,5.8
11817,44,40.759578,-73.830056,0,0,0,30,55.9,8.1
5128,48,40.759578,-73.830056,0,0,0,30.05,55,4.6
417,52,40.759578,-73.830056,0,0,0,30.03,55,4.6
9004,56,40.759578,-73.830056,0,0,0,30.08,57,15
22660,60,40.759578,-73.830056,0,0,0,30.08,63,12.7
7038,64,40.759578,-73.830056,0,0,0,30.04,66.9,8.1
6712,68,40.759578,-73.830056,0,0,0,30.07,61,6.9
12509,72,40.759578,-73.830056,0,0,0,30.07,57,4.6
2081,76,40.759578,-73.830056,0,0,0,30.09,55.4,0
12797,80,40.759578,-73.830056,0,0,0,30.08,59,8.1
18112,84,40.759578,-73.830056,0,0,0,30.02,66.9,5.8
11313,88,40.759578,-73.830056,0,0,0,29.99,63,12.7
11509,92,40.759578,-73.830056,0,0,0,30.03,55,10.4
5466,96,40.759578,-73.830056,0,0,0,30.03,53.1,5.8
508,100,40.759578,-73.830056,0,0,0,29.98,53.6,0
12464,104,40.759578,-73.830056,0,0,0,29.98,57.2,0
17787,108,40.759578,-73.830056,0,0,0,29.96,62.1,6.9
10535,112,40.759578,-73.830056,0,0,0,29.86,64,8.1
11250,116,40.759578,-73.830056,0,0,0,29.88,57.9,8.1
5962,120,40.759578,-73.830056,0,0,0,29.87,57,8.1
842,124,40.759578,-73.830056,0,0,0,29.85,57,8.1
3116,128,40.759578,-73.830056,0,0,0,29.87,57.9,10.4
9936,132,40.759578,-73.830056,0,0,0,29.84,62.6,17.3
9231,136,40.759578,-73.830056,0,0,0,29.8,61,12.7
8866,140,40.759578,-73.830056,0,1,0,29.78,60.1,9.2
5368,144,40.759578,-73.830056,0,0,0,29.74,59,6.9
812,148,40.759578,-73.830056,0,1,0,29.68,55.4,9.2
1211,152,40.759578,-73.830056,0,1,0.08,29.63,60.8,0
7850,156,40.759578,-73.830056,0,1,0,29.61,62.6,9.2
7171,160,40.759578,-73.830056,0,0,0,29.55,69.8,10.4
6870,164,40.759578,-73.830056,0,0,0,29.6,62.6,10.4
3930,0,40.759578,-73.830056,0,0,0,29.61,62.6,8.1
493,4,40.759578,-73.830056,0,0,0,29.61,61,5.8
11476,8,40.759578,-73.830056,0,1,0.01,29.68,53.6,18.4
19129,12,40.759578,-73.830056,0,1,0,29.72,55.4,16.1
10529,16,40.759578,-73.830056,0,1,0,29.73,53.6,15
10804,20,40.759578,-73.830056,0,1,0,29.8,53.6,18.4
4658,24,40.759578,-73.830056,0,0,0,29.88,53.6,12.7
412,28,40.759578,-73.830056,0,1,0.02,29.89,51.8,17.3
12023,32,40.759578,-73.830056,0,1,0,29.91,53.6,18.4
11709,36,40.759578,-73.830056,0,1,0,29.91,57,15
13168,40,40.759578,-73.830056,0,0,0,29.93,57,13.8
10308,44,40.759578,-73.830056,0,0,0,29.95,55.9,16.1
7134,48,40.759578,-73.830056,0,1,0.02,29.95,54,23
2916,52,40.759578,-73.830056,0,1,0,29.93,55.4,13.8
5786,56,40.759578,-73.830056,0,0,0,29.99,57.2,12.7
25317,60,40.759578,-73.830056,0,0,0,29.99,60.1,13.8
10729,64,40.759578,-73.830056,0,1,0.08,29.96,57.2,12.7
10547,68,40.759578,-73.830056,0,0,0,29.95,57.2,11.5
4772,72,40.759578,-73.830056,0,0,0,29.94,62.6,9.2
434,76,40.759578,-73.830056,0,0,0,29.97,57.9,6.9
10729,80,40.759578,-73.830056,0,0,0,30.01,57.2,8.1
19806,84,40.759578,-73.830056,0,0,0,30.02,64.4,9.2
10666,88,40.759578,-73.830056,0,0,0,29.96,70,12.7
10865,92,40.759578,-73.830056,0,0,0,29.97,62.1,10.4
5410,96,40.759578,-73.830056,0,0,0,29.96,60.8,6.9
534,100,40.759578,-73.830056,0,0,0,29.95,57.2,6.9
9668,104,40.759578,-73.830056,1,0,0,29.96,62.6,6.9
20258,108,40.759578,-73.830056,0,1,0.01,29.94,62.1,4.6
10320,112,40.759578,-73.830056,0,1,0.01,29.92,62.6,0
11178,116,40.759578,-73.830056,0,0,0,29.93,61,4.6
5824,120,40.759578,-73.830056,0,0,0,29.94,57.9,0
820,124,40.759578,-73.830056,0,0,0,29.92,55,0
3418,128,40.759578,-73.830056,0,0,0,29.95,64,3.5
9692,132,40.759578,-73.830056,0,0,0,29.95,72,3.5
9203,136,40.759578,-73.830056,0,0,0,29.92,72,11.5
8707,140,40.759578,-73.830056,1,0,0,29.98,62.1,8.1
5489,144,40.759578,-73.830056,0,0,0,30.04,57,0
884,148,40.759578,-73.830056,0,0,0,30.08,55.9,6.9
1701,152,40.759578,-73.830056,0,1,0,30.16,57,6.9
7552,156,40.759578,-73.830056,0,1,0,30.17,55.9,9.2
7459,160,40.759578,-73.830056,0,0,0,30.17,55.9,10.4
6971,164,40.759578,-73.830056,0,0,0,30.14,54,10.4
3812,0,40.759578,-73.830056,0,0,0,30.14,55.4,8.1
464,4,40.759578,-73.830056,0,0,0,30.11,55.4,4.6
10915,8,40.759578,-73.830056,0,0,0,30.06,60.1,8.1
19525,12,40.759578,-73.830056,0,0,0,30.04,60.8,5.8
10784,16,40.759578,-73.830056,0,0,0,29.92,62.6,11.5
11012,20,40.759578,-73.830056,0,0,0,29.83,63,15
4637,24,40.759578,-73.830056,0,0,0,29.8,64.4,8.1
413,28,40.759578,-73.830056,0,0,0,29.77,64.4,6.9
12842,32,40.759578,-73.830056,1,0,0,29.77,73.4,10.4
18267,36,40.759578,-73.830056,0,0,0,29.75,80.1,8.1
11044,40,40.759578,-73.830056,0,0,0,29.76,81,13.8
11521,44,40.759578,-73.830056,0,0,0,29.79,78.1,9.2
5146,48,40.759578,-73.830056,0,0,0,29.83,73,0
473,52,40.759578,-73.830056,0,0,0,29.86,64,5.8
11118,56,40.759578,-73.830056,0,0,0,29.92,71.1,4.6
19906,60,40.759578,-73.830056,0,0,0,29.92,79,4.6
11381,64,40.759578,-73.830056,0,0,0,29.9,79,15
11576,68,40.759578,-73.830056,0,0,0,29.92,72,12.7
5367,72,40.759578,-73.830056,0,0,0,29.94,66,9.2
533,76,40.759578,-73.830056,0,0,0,29.93,62.1,6.9
10030,80,40.759578,-73.830056,1,0,0,29.95,64.4,5.8
16035,84,40.759578,-73.830056,0,0,0,29.93,71.6,12.7
14429,88,40.759578,-73.830056,1,0,0,29.87,71.6,13.8
11224,92,40.759578,-73.830056,0,0,0,29.85,69.1,9.2
7288,96,40.759578,-73.830056,0,0,0,29.91,66.9,8.1
492,100,40.759578,-73.830056,0,0,0,29.93,64,0
7886,104,40.759578,-73.830056,0,0,0,29.97,66.2,6.9
21611,108,40.759578,-73.830056,0,0,0,29.95,78.1,6.9
10784,112,40.759578,-73.830056,0,0,0,29.91,79,12.7
11606,116,40.759578,-73.830056,0,0,0,29.94,71.1,10.4
6415,120,40.759578,-73.830056,0,0,0,29.98,70,9.2
849,124,40.759578,-73.830056,0,0,0,29.98,66.9,4.6
2859,128,40.759578,-73.830056,0,0,0,30.04,72,4.6
2807,132,40.759578,-73.830056,0,0,0,30.02,82,13.8
5,136,40.759578,-73.830056,0,0,0,30.02,75.9,18.4
19708,140,40.759578,-73.830056,0,0,0,30.04,71.1,11.5
11003,144,40.759578,-73.830056,0,0,0,30.07,69.1,8.1
874,148,40.759578,-73.830056,0,0,0,30.07,66,5.8
1840,152,40.759578,-73.830056,1,0,0,30.12,71.6,6.9
7830,156,40.759578,-73.830056,0,0,0,30.09,79,11.5
8308,160,40.759578,-73.830056,0,0,0,30.04,79,18.4
7265,164,40.759578,-73.830056,0,0,0,30.06,75.9,5.8
4534,0,40.759578,-73.830056,0,0,0,30.07,75.9,11.5
714,4,40.759578,-73.830056,0,0,0,30.02,73,6.9
2045,8,40.759578,-73.830056,0,0,0,30.08,71.1,18.4
8426,12,40.759578,-73.830056,0,0,0,30.08,81,4.6
8169,16,40.759578,-73.830056,0,0,0,30.05,86,9.2
7824,20,40.759578,-73.830056,0,0,0,30.08,82,6.9
4479,24,40.759578,-73.830056,0,0,0,30.12,78.1,5.8
507,28,40.759578,-73.830056,0,0,0,30.13,73,3.5
10885,32,40.759578,-73.830056,0,0,0,30.19,73.9,6.9
19366,36,40.759578,-73.830056,0,0,0,30.2,81,11.5
10561,40,40.759578,-73.830056,0,0,0,30.15,82.9,9.2
11342,44,40.759578,-73.830056,0,0,0,30.16,73.9,9.2
1058,144,40.688269,-73.980453,0,0,0,30.23,55,4.6
258,148,40.688269,-73.980453,0,0,0,30.25,52,0
33,152,40.688269,-73.980453,0,0,0,30.29,57.9,8.1
768,156,40.688269,-73.980453,0,0,0,30.28,69.1,0
1084,160,40.688269,-73.980453,0,0,0,30.25,60.1,8.1
1321,164,40.688269,-73.980453,0,0,0,30.28,52,6.9
486,0,40.688269,-73.980453,0,0,0,30.31,51.1,4.6
93,4,40.688269,-73.980453,0,0,0,30.26,52,8.1
751,8,40.688269,-73.980453,0,0,0,30.3,53.1,6.9
2592,12,40.688269,-73.980453,0,0,0,30.24,57,8.1
2985,16,40.688269,-73.980453,0,0,0,30.15,61,3.5
3593,20,40.688269,-73.980453,0,0,0,30.15,57.9,4.6
1099,24,40.688269,-73.980453,0,0,0,30.14,55.9,3.5
141,28,40.688269,-73.980453,0,0,0,30.12,55,6.9
190,32,40.688269,-73.980453,0,0,0,30.12,59,4.6
3280,36,40.688269,-73.980453,0,0,0,30.07,71.1,8.1
3061,40,40.688269,-73.980453,0,0,0,29.97,66.9,4.6
3629,44,40.688269,-73.980453,0,0,0,29.95,63,9.2
1319,48,40.688269,-73.980453,0,0,0,29.94,64,0
141,52,40.688269,-73.980453,0,0,0,29.91,62.1,0
257,56,40.688269,-73.980453,0,1,0.08,29.98,53.6,5.8
2942,60,40.688269,-73.980453,0,1,0.03,29.96,50,4.6
2621,64,40.688269,-73.980453,0,0,0,29.98,48.2,5.8
3085,68,40.688269,-73.980453,0,0,0,30.02,50,12.7
1171,72,40.688269,-73.980453,0,0,0,30.01,48.9,5.8
152,76,40.688269,-73.980453,0,0,0,29.99,46.9,4.6
681,80,40.688269,-73.980453,0,0,0,29.98,52,8.1
2641,84,40.688269,-73.980453,0,0,0,29.93,62.1,12.7
3046,88,40.688269,-73.980453,0,0,0,29.89,63,10.4
3570,92,40.688269,-73.980453,0,0,0,29.94,59,4.6
1375,96,40.688269,-73.980453,0,0,0,29.97,53.1,3.5
170,100,40.688269,-73.980453,0,0,0,29.96,52,4.6
727,104,40.688269,-73.980453,0,0,0,29.99,57.9,3.5
2576,108,40.688269,-73.980453,0,0,0,29.94,68,8.1
3096,112,40.688269,-73.980453,0,0,0,29.86,68,6.9
3474,116,40.688269,-73.980453,0,0,0,29.86,63,6.9
1318,120,40.688269,-73.980453,0,0,0,29.87,59,4.6
233,124,40.688269,-73.980453,0,0,0,29.83,55.9,3.5
1121,132,40.688269,-73.980453,0,0,0,29.82,68,5.8
1819,136,40.688269,-73.980453,0,0,0,29.81,66.9,4.6
1808,140,40.688269,-73.980453,0,0,0,29.86,60.1,4.6
1138,144,40.688269,-73.980453,0,0,0,29.87,57,6.9
191,148,40.688269,-73.980453,0,0,0,29.88,54,6.9
118,152,40.688269,-73.980453,0,0,0,29.9,59,4.6
622,156,40.688269,-73.980453,0,0,0,29.88,71.1,3.5
1132,160,40.688269,-73.980453,0,0,0,29.85,71.1,5.8
1229,164,40.688269,-73.980453,0,0,0,29.93,64.9,9.2
543,0,40.688269,-73.980453,0,0,0,29.96,59,0
116,4,40.688269,-73.980453,0,0,0,29.95,55.9,3.5
812,8,40.688269,-73.980453,0,0,0,30.01,57.9,5.8
996,12,40.688269,-73.980453,0,0,0,29.94,66.9,8.1
1685,16,40.688269,-73.980453,0,0,0,29.88,70,15
4852,20,40.688269,-73.980453,0,0,0,29.93,64,5.8
2446,24,40.688269,-73.980453,0,0,0,29.94,57.9,5.8
145,28,40.688269,-73.980453,0,0,0,29.96,55,4.6
180,32,40.688269,-73.980453,0,0,0,30.01,60.1,5.8
3260,36,40.688269,-73.980453,0,0,0,29.96,71.1,9.2
3042,40,40.688269,-73.980453,0,0,0,29.94,73.9,8.1
3550,44,40.688269,-73.980453,0,0,0,30,55.9,0
1057,48,40.688269,-73.980453,0,0,0,30.06,54,0
156,52,40.688269,-73.980453,0,0,0,30.04,52,0
111,56,40.688269,-73.980453,0,0,0,30.09,57.9,10.4
3215,60,40.688269,-73.980453,0,0,0,30.08,63,6.9
1978,64,40.688269,-73.980453,0,0,0,30.05,70,8.1
2468,68,40.688269,-73.980453,0,0,0,30.08,61,4.6
1918,72,40.688269,-73.980453,0,0,0,30.08,57,0
1414,76,40.688269,-73.980453,0,0,0,30.09,57.9,0
632,80,40.688269,-73.980453,0,0,0,30.08,60.1,8.1
2704,84,40.688269,-73.980453,0,0,0,30.02,71.1,3.5
3164,88,40.688269,-73.980453,0,0,0,29.99,63,9.2
3588,92,40.688269,-73.980453,0,0,0,30.04,54,9.2
1073,96,40.688269,-73.980453,0,0,0,30.03,52,0
142,100,40.688269,-73.980453,0,0,0,29.99,54,3.5
731,104,40.688269,-73.980453,0,0,0,29.98,57.9,0
2504,108,40.688269,-73.980453,0,0,0,29.96,62.1,4.6
2872,112,40.688269,-73.980453,0,0,0,29.87,64,4.6
3477,116,40.688269,-73.980453,0,0,0,29.88,57.9,3.5
1228,120,40.688269,-73.980453,0,0,0,29.87,57.9,0
204,124,40.688269,-73.980453,0,0,0,29.85,57.9,3.5
958,132,40.688269,-73.980453,0,0,0,29.85,62.1,5.8
1399,136,40.688269,-73.980453,0,0,0,29.79,62.1,9.2
1439,140,40.688269,-73.980453,0,0,0,29.8,59,4.6
839,144,40.688269,-73.980453,0,0,0,29.74,59,6.9
146,148,40.688269,-73.980453,0,1,0.07,29.73,59,5.8
18,152,40.688269,-73.980453,0,1,0.06,29.66,59,0
552,156,40.688269,-73.980453,0,0,0,29.63,62.6,0
787,160,40.688269,-73.980453,0,0,0,29.56,66.9,4.6
912,164,40.688269,-73.980453,0,0,0,29.62,62.6,4.6
372,0,40.688269,-73.980453,0,0,0,29.64,60.8,5.8
72,4,40.688269,-73.980453,0,0,0,29.62,62.6,6.9
445,8,40.688269,-73.980453,0,1,0.02,29.7,55.4,10.4
2658,12,40.688269,-73.980453,0,0,0,29.75,61,12.7
2801,16,40.688269,-73.980453,0,0,0,29.76,55.9,6.9
3117,20,40.688269,-73.980453,0,0,0,29.82,54,12.7
838,24,40.688269,-73.980453,0,1,0.21,29.93,53.6,17.3
121,28,40.688269,-73.980453,0,1,0.21,29.93,53.6,17.3
829,32,40.688269,-73.980453,0,1,0.21,29.93,53.6,17.3
2539,36,40.688269,-73.980453,0,0,0,29.91,55.9,10.4
2911,40,40.688269,-73.980453,0,0,0,29.93,59,8.1
3237,44,40.688269,-73.980453,0,0,0,29.95,57,9.2
1131,48,40.688269,-73.980453,0,1,0.02,29.97,53.6,17.3
107,52,40.688269,-73.980453,0,0,0.01,29.94,55.9,9.2
750,56,40.688269,-73.980453,0,0,0,30.01,57.2,5.8
2519,60,40.688269,-73.980453,0,0,0,29.99,64,9.2
2895,64,40.688269,-73.980453,0,1,0.15,29.99,60.8,8.1
3023,68,40.688269,-73.980453,0,0,0,29.98,60.8,6.9
1060,72,40.688269,-73.980453,0,1,0.06,29.98,59,6.9
75,76,40.688269,-73.980453,0,0,0,30,60.8,0
340,80,40.688269,-73.980453,0,0,0,30.04,62.6,4.6
2957,84,40.688269,-73.980453,0,0,0,30.01,73,3.5
2925,88,40.688269,-73.980453,0,0,0,30,69.8,5.8
3509,92,40.688269,-73.980453,0,0,0,29.97,64,5.8
1192,96,40.688269,-73.980453,0,0,0,29.96,60.1,0
154,100,40.688269,-73.980453,0,0,0,29.97,57.2,0
460,104,40.688269,-73.980453,0,0,0,29.99,60.8,0
2594,108,40.688269,-73.980453,0,1,0.01,29.97,60.8,0
1745,112,40.688269,-73.980453,0,1,0.01,29.95,62.6,0
2936,116,40.688269,-73.980453,0,0,0,29.93,59,0
2607,120,40.688269,-73.980453,0,0,0,29.94,57.9,0
196,124,40.688269,-73.980453,0,0,0,29.95,55.4,0
214,128,40.688269,-73.980453,0,0,0,29.96,62.1,0
831,132,40.688269,-73.980453,0,0,0,29.96,73,5.8
1446,136,40.688269,-73.980453,0,0,0,29.93,73,3.5
1549,140,40.688269,-73.980453,0,0,0,30,60.8,0
903,144,40.688269,-73.980453,0,0,0,30.06,57.2,0
212,148,40.688269,-73.980453,0,0,0,30.08,57.9,5.8
14,152,40.688269,-73.980453,0,0,0,30.17,57,4.6
689,156,40.688269,-73.980453,0,0,0,30.17,55.9,8.1
943,160,40.688269,-73.980453,0,0,0,30.17,55,5.8
1214,164,40.688269,-73.980453,0,0,0,30.14,54,4.6
426,0,40.688269,-73.980453,0,0,0,30.14,55,5.8
113,4,40.688269,-73.980453,0,0,0,30.11,57,5.8
695,8,40.688269,-73.980453,0,0,0,30.06,60.1,6.9
2466,12,40.688269,-73.980453,0,0,0,30.02,61,8.1
1834,16,40.688269,-73.980453,0,0,0,29.89,64.9,8.1
3174,20,40.688269,-73.980453,0,0,0,29.83,63,9.2
2134,24,40.688269,-73.980453,0,0,0,29.81,66.2,4.6
137,28,40.688269,-73.980453,0,0,0,29.78,68,3.5
556,32,40.688269,-73.980453,0,0,0,29.8,69.8,5.8
1708,36,40.688269,-73.980453,0,0,0,29.76,79,8.1
3678,40,40.688269,-73.980453,0,0,0,29.76,80.1,9.2
3323,44,40.688269,-73.980453,0,0,0,29.79,77,0
1158,48,40.688269,-73.980453,0,0,0,29.84,72,3.5
818,52,40.688269,-73.980453,0,0,0,29.86,66.9,5.8
776,56,40.688269,-73.980453,0,0,0,29.93,70,3.5
2262,60,40.688269,-73.980453,0,0,0,29.93,81,4.6
3436,64,40.688269,-73.980453,0,0,0,29.91,79,9.2
3588,68,40.688269,-73.980453,0,0,0,29.92,70,4.6
1290,72,40.688269,-73.980453,0,0,0,29.94,66.9,4.6
187,76,40.688269,-73.980453,0,0,0,29.93,64.9,4.6
150,80,40.688269,-73.980453,1,0,0,29.95,69.1,6.9
3089,84,40.688269,-73.980453,1,0,0,29.91,73.9,10.4
2920,88,40.688269,-73.980453,1,0,0,29.89,71.6,10.4
3507,92,40.688269,-73.980453,1,0,0,29.86,69.1,8.1
1309,96,40.688269,-73.980453,0,0,0,29.92,66.9,0
174,100,40.688269,-73.980453,0,0,0,29.95,64.4,0
531,104,40.688269,-73.980453,1,0,0,29.99,71.1,5.8
2578,108,40.688269,-73.980453,1,0,0,29.96,82,8.1
