ENTRIESn_hourly,hour,day_week,latitude,longitude,fog,rain,precipi,pressurei,tempi,wspdi
823,4,0,40.746655,-73.891361,0,0,0,29.61,61,5.8
6063,8,0,40.746655,-73.891361,0,1,0.01,29.68,53.6,18.4
20226,12,0,40.746655,-73.891361,0,1,0,29.72,55.4,16.1
7554,16,0,40.746655,-73.891361,0,1,0,29.73,53.6,15
10243,20,0,40.746655,-73.891361,0,1,0,29.8,53.6,18.4
4070,0,1,40.746655,-73.891361,0,0,0,29.88,53.6,12.7
1687,4,1,40.746655,-73.891361,0,1,0.02,29.89,51.8,17.3
6359,8,1,40.746655,-73.891361,0,1,0,29.91,53.6,18.4
20398,12,1,40.746655,-73.891361,0,1,0,29.91,57,15
9384,16,1,40.746655,-73.891361,0,0,0,29.93,57,13.8
9577,20,1,40.746655,-73.891361,0,0,0,29.95,55.9,16.1
4491,0,2,40.746655,-73.891361,0,1,0.02,29.95,54,23
729,4,2,40.746655,-73.891361,0,1,0,29.93,55.4,13.8
3967,8,2,40.746655,-73.891361,0,0,0,29.99,57.2,12.7
22849,12,2,40.746655,-73.891361,0,0,0,29.99,60.1,13.8
9686,16,2,40.746655,-73.891361,0,1,0.08,29.96,57.2,12.7
8791,20,2,40.746655,-73.891361,0,0,0,29.95,57.2,11.5
4038,0,3,40.746655,-73.891361,0,0,0,29.94,62.6,9.2
677,4,3,40.746655,-73.891361,0,0,0,29.97,57.9,6.9
1133,8,3,40.746655,-73.891361,0,0,0,30.01,57.2,8.1
25163,12,3,40.746655,-73.891361,0,0,0,30.02,64.4,9.2
9767,16,3,40.746655,-73.891361,0,0,0,29.96,70,12.7
10649,20,3,40.746655,-73.891361,0,0,0,29.97,62.1,10.4
4568,0,4,40.746655,-73.891361,0,0,0,29.96,60.8,6.9
856,4,4,40.746655,-73.891361,0,0,0,29.95,57.2,6.9
787,8,4,40.746655,-73.891361,1,0,0,29.96,62.6,6.9
25613,12,4,40.746655,-73.891361,0,1,0.01,29.94,62.1,4.6
9626,16,4,40.746655,-73.891361,0,1,0.01,29.92,62.6,0
10176,20,4,40.746655,-73.891361,0,0,0,29.93,61,4.6
5066,0,5,40.746655,-73.891361,0,0,0,29.94,57.9,0
1013,4,5,40.746655,-73.891361,0,0,0,29.92,55,0
860,8,5,40.746655,-73.891361,0,0,0,29.95,64,3.5
13896,12,5,40.746655,-73.891361,0,0,0,29.95,72,3.5
11054,16,5,40.746655,-73.891361,0,0,0,29.92,72,11.5
9027,20,5,40.746655,-73.891361,1,0,0,29.98,62.1,8.1
3754,0,6,40.746655,-73.891361,0,0,0,30.04,57,0
915,4,6,40.746655,-73.891361,0,0,0,30.08,55.9,6.9
1020,8,6,40.746655,-73.891361,0,1,0,30.16,57,6.9
6801,12,6,40.746655,-73.891361,0,1,0,30.17,55.9,9.2
6805,16,6,40.746655,-73.891361,0,0,0,30.17,55.9,10.4
7011,20,6,40.746655,-73.891361,0,0,0,30.14,54,10.4
9073,0,0,40.746655,-73.891361,0,0,0,30.14,55.4,8.1
2155,4,0,40.746655,-73.891361,0,0,0,30.11,55.4,4.6
2990,8,0,40.746655,-73.891361,0,0,0,30.06,60.1,8.1
19743,12,0,40.746655,-73.891361,0,0,0,30.04,60.8,5.8
12639,16,0,40.746655,-73.891361,0,0,0,29.92,62.6,11.5
9591,20,0,40.746655,-73.891361,0,0,0,29.83,63,15
2301,0,1,40.746655,-73.891361,0,0,0,29.8,64.4,8.1
2406,4,1,40.746655,-73.891361,0,0,0,29.77,64.4,6.9
2637,8,1,40.746655,-73.891361,1,0,0,29.77,73.4,10.4
24753,12,1,40.746655,-73.891361,0,0,0,29.75,80.1,8.1
11032,16,1,40.746655,-73.891361,0,0,0,29.76,81,13.8
8363,20,1,40.746655,-73.891361,0,0,0,29.79,78.1,9.2
4313,0,2,40.746655,-73.891361,0,0,0,29.83,73,0
2006,4,2,40.746655,-73.891361,0,0,0,29.86,64,5.8
5538,8,2,40.746655,-73.891361,0,0,0,29.92,71.1,4.6
24121,12,2,40.746655,-73.891361,0,0,0,29.92,79,4.6
9984,16,2,40.746655,-73.891361,0,0,0,29.9,79,15
9941,20,2,40.746655,-73.891361,0,0,0,29.92,72,12.7
4781,0,3,40.746655,-73.891361,0,0,0,29.94,66,9.2
770,4,3,40.746655,-73.891361,0,0,0,29.93,62.1,6.9
3823,8,3,40.746655,-73.891361,1,0,0,29.95,64.4,5.8
23280,12,3,40.746655,-73.891361,0,0,0,29.93,71.6,12.7
10172,16,3,40.746655,-73.891361,1,0,0,29.87,71.6,13.8
10023,20,3,40.746655,-73.891361,0,0,0,29.85,69.1,9.2
4777,0,4,40.746655,-73.891361,0,0,0,29.91,66.9,8.1
784,4,4,40.746655,-73.891361,0,0,0,29.93,64,0
3604,8,4,40.746655,-73.891361,0,0,0,29.97,66.2,6.9
15983,12,4,40.746655,-73.891361,0,0,0,29.95,78.1,6.9
9270,16,4,40.746655,-73.891361,0,0,0,29.91,79,12.7
14842,20,4,40.746655,-73.891361,0,0,0,29.94,71.1,10.4
8676,0,5,40.746655,-73.891361,0,0,0,29.98,70,9.2
1092,4,5,40.746655,-73.891361,0,0,0,29.98,66.9,4.6
473,8,5,40.746655,-73.891361,0,0,0,30.04,72,4.6
12195,12,5,40.746655,-73.891361,0,0,0,30.02,82,13.8
13854,16,5,40.746655,-73.891361,0,0,0,30.02,75.9,18.4
8468,20,5,40.746655,-73.891361,0,0,0,30.04,71.1,11.5
5190,0,6,40.746655,-73.891361,0,0,0,30.07,69.1,8.1
1290,4,6,40.746655,-73.891361,0,0,0,30.07,66,5.8
948,8,6,40.746655,-73.891361,1,0,0,30.12,71.6,6.9
9730,12,6,40.746655,-73.891361,0,0,0,30.09,79,11.5
9311,16,6,40.746655,-73.891361,0,0,0,30.04,79,18.4
7270,20,6,40.746655,-73.891361,0,0,0,30.06,75.9,5.8
4537,0,0,40.746655,-73.891361,0,0,0,30.07,75.9,11.5
1072,4,0,40.746655,-73.891361,0,0,0,30.02,73,6.9
2344,8,0,40.746655,-73.891361,0,0,0,30.08,71.1,18.4
4586,12,0,40.746655,-73.891361,0,0,0,30.08,81,4.6
9306,16,0,40.746655,-73.891361,0,0,0,30.05,86,9.2
10364,20,0,40.746655,-73.891361,0,0,0,30.08,82,6.9
5138,0,1,40.746655,-73.891361,0,0,0,30.12,78.1,5.8
849,4,1,40.746655,-73.891361,0,0,0,30.13,73,3.5
10292,8,1,40.746655,-73.891361,0,0,0,30.19,73.9,6.9
15429,12,1,40.746655,-73.891361,0,0,0,30.2,81,11.5
8366,16,1,40.746655,-73.891361,0,0,0,30.15,82.9,9.2
9581,20,1,40.746655,-73.891361,0,0,0,30.16,73.9,9.2
1222,0,6,40.712622,-73.783815,0,0,0,30.24,52,8.1
203,4,6,40.712622,-73.783815,0,0,0,30.26,52,3.5
653,8,6,40.712622,-73.783815,0,0,0,30.3,60.1,8.1
2601,12,6,40.712622,-73.783815,0,0,0,30.3,61,13.8
2275,16,6,40.712622,-73.783815,0,0,0,30.3,55.9,11.5
1563,20,6,40.712622,-73.783815,0,0,0,30.3,51.1,10.4
886,0,0,40.712622,-73.783815,0,0,0,30.32,48.9,6.9
194,4,0,40.712622,-73.783815,0,0,0,30.28,50,5.8
8320,8,0,40.712622,-73.783815,0,0,0,30.31,53.1,6.9
8793,12,0,40.712622,-73.783815,0,0,0,30.26,55.9,9.2
3236,16,0,40.712622,-73.783815,0,0,0,30.18,57.9,15
2798,20,0,40.712622,-73.783815,0,0,0,30.17,55,5.8
1004,0,1,40.712622,-73.783815,0,0,0,30.14,54,3.5
186,4,1,40.712622,-73.783815,0,0,0,30.13,54,4.6
7929,8,1,40.712622,-73.783815,0,0,0,30.12,61,8.1
9718,12,1,40.712622,-73.783815,0,0,0,30.09,64.9,8.1
3457,16,1,40.712622,-73.783815,0,0,0,30,62.1,16.1
2860,20,1,40.712622,-73.783815,0,0,0,29.97,59,23
1070,0,2,40.712622,-73.783815,0,0,0,29.98,57.2,15
218,4,2,40.712622,-73.783815,0,0,0,29.92,55,4.6
5041,8,2,40.712622,-73.783815,0,1,0,29.95,62.6,19.6
12402,12,2,40.712622,-73.783815,0,1,0.01,29.96,53.6,13.8
3322,16,2,40.712622,-73.783815,0,0,0.01,29.95,50,13.8
2803,20,2,40.712622,-73.783815,0,0,0,30.02,51.1,18.4
1037,0,3,40.712622,-73.783815,0,0,0,30.01,48.9,15
185,4,3,40.712622,-73.783815,0,0,0,29.99,48,12.7
9098,8,3,40.712622,-73.783815,0,0,0,29.99,55,17.3
8597,12,3,40.712622,-73.783815,0,0,0,29.93,63,20.7
3525,16,3,40.712622,-73.783815,0,0,0,29.89,66,23
3016,20,3,40.712622,-73.783815,0,0,0,29.95,60.1,13.8
1098,0,4,40.712622,-73.783815,0,0,0,29.99,48.9,6.9
222,4,4,40.712622,-73.783815,0,0,0,29.97,50,9.2
4402,8,4,40.712622,-73.783815,0,0,0,30.01,57.9,12.7
12206,12,4,40.712622,-73.783815,0,0,0,29.97,66,12.7
3441,16,4,40.712622,-73.783815,0,0,0,29.88,62.1,20.7
3166,20,4,40.712622,-73.783815,0,0,0,29.89,57,19.6
1217,0,5,40.712622,-73.783815,0,0,0,29.89,53.1,8.1
225,4,5,40.712622,-73.783815,0,0,0,29.84,50,6.9
1216,8,5,40.712622,-73.783815,0,0,0,29.87,63,8.1
3728,12,5,40.712622,-73.783815,0,0,0,29.84,68,12.7
2560,16,5,40.712622,-73.783815,0,0,0,29.82,62.1,17.3
2117,20,5,40.712622,-73.783815,0,0,0,29.86,62.1,9.2
1116,0,6,40.712622,-73.783815,0,0,0,29.87,57,9.2
213,4,6,40.712622,-73.783815,0,0,0,29.88,53.1,5.8
878,8,6,40.712622,-73.783815,0,0,0,29.9,63,9.2
2113,12,6,40.712622,-73.783815,0,0,0,29.88,71.1,6.9
1986,16,6,40.712622,-73.783815,0,0,0,29.86,68,9.2
1506,20,6,40.712622,-73.783815,0,0,0,29.92,60.8,13.8
915,0,0,40.712622,-73.783815,0,0,0,29.97,57,0
184,4,0,40.712622,-73.783815,0,0,0,29.95,55,6.9
9193,8,0,40.712622,-73.783815,0,0,0,30.01,60.1,18.4
8346,12,0,40.712622,-73.783815,0,0,0,29.95,68,8.1
3364,16,0,40.712622,-73.783815,0,0,0,29.88,71.1,15
2884,20,0,40.712622,-73.783815,0,0,0,29.93,64.9,12.7
1052,0,1,40.712622,-73.783815,0,0,0,29.94,59,12.7
194,4,1,40.712622,-73.783815,0,0,0,29.96,55.9,12.7
3879,8,1,40.712622,-73.783815,0,0,0,30.01,62.1,18.4
13845,12,1,40.712622,-73.783815,0,0,0,29.96,71.1,15
3525,16,1,40.712622,-73.783815,0,0,0,29.96,61,13.8
2990,20,1,40.712622,-73.783815,0,0,0,30.01,54,4.6
1023,0,2,40.712622,-73.783815,0,0,0,30.06,53.1,6.9
202,4,2,40.712622,-73.783815,0,0,0,30.04,53.1,9.2
3528,8,2,40.712622,-73.783815,0,0,0,30.09,57.9,18.4
14045,12,2,40.712622,-73.783815,0,0,0,30.09,63,15
3534,16,2,40.712622,-73.783815,0,0,0,30.05,69.1,11.5
2997,20,2,40.712622,-73.783815,0,0,0,30.1,55.9,3.5
1076,0,3,40.712622,-73.783815,0,0,0,30.09,55.9,3.5
218,4,3,40.712622,-73.783815,0,0,0,30.1,59,3.5
5992,8,3,40.712622,-73.783815,0,0,0,30.09,62.1,10.4
1826,12,3,40.712622,-73.783815,0,0,0,30.05,63,11.5
12897,16,3,40.712622,-73.783815,0,0,0,30.02,59,13.8
3530,20,3,40.712622,-73.783815,0,0,0,30.05,54,9.2
1184,0,4,40.712622,-73.783815,0,0,0,30.04,51.1,3.5
179,4,4,40.712622,-73.783815,0,0,0,29.99,54,4.6
2048,8,4,40.712622,-73.783815,0,0,0,29.99,59,0
14418,12,4,40.712622,-73.783815,0,0,0,29.98,59,9.2
3313,16,4,40.712622,-73.783815,0,0,0,29.89,62.1,8.1
3095,20,4,40.712622,-73.783815,0,0,0,29.9,55.9,6.9
1307,0,5,40.712622,-73.783815,0,0,0,29.89,57,8.1
165,4,5,40.712622,-73.783815,0,0,0,29.86,55.9,4.6
1417,8,5,40.712622,-73.783815,0,0,0,29.88,60.1,9.2
3434,12,5,40.712622,-73.783815,0,0,0,29.87,63,10.4
2521,16,5,40.712622,-73.783815,0,0,0,29.82,61,9.2
1920,20,5,40.712622,-73.783815,0,0,0,29.79,59,9.2
1160,0,6,40.712622,-73.783815,0,0,0,29.75,59,5.8
198,4,6,40.712622,-73.783815,0,1,0,29.69,60.8,8.1
939,8,6,40.712622,-73.783815,0,0,0,29.63,61,16.1
2046,12,6,40.712622,-73.783815,0,1,0,29.62,60.8,11.5
1840,16,6,40.712622,-73.783815,0,0,0,29.59,64.9,12.7
1355,20,6,40.712622,-73.783815,0,0,0,29.62,62.1,13.8
866,0,0,40.712622,-73.783815,0,0,0,29.63,62.1,5.8
179,4,0,40.712622,-73.783815,0,0,0,29.62,61,10.4
5675,8,0,40.712622,-73.783815,0,0,0,29.67,61,16.1
11351,12,0,40.712622,-73.783815,0,1,0,29.73,61,12.7
3457,16,0,40.712622,-73.783815,0,1,0,29.76,59,11.5
2743,20,0,40.712622,-73.783815,0,1,0.01,29.82,60.1,6.9
970,0,1,40.712622,-73.783815,0,1,0,29.88,57,10.4
202,4,1,40.712622,-73.783815,0,1,0.03,29.88,53.6,13.8
4351,8,1,40.712622,-73.783815,0,1,0.05,29.91,55.4,11.5
10869,12,1,40.712622,-73.783815,0,1,0,29.92,61,15
4940,16,1,40.712622,-73.783815,0,1,0,29.93,63,17.3
2722,20,1,40.712622,-73.783815,0,0,0,29.94,63,9.2
978,0,2,40.712622,-73.783815,0,0,0.01,29.94,60.1,13.8
196,4,2,40.712622,-73.783815,0,0,0.01,29.95,63,16.1
8415,8,2,40.712622,-73.783815,0,0,0,29.99,63,15
8851,12,2,40.712622,-73.783815,0,0,0,30,70,16.1
3500,16,2,40.712622,-73.783815,0,1,0.3,29.95,62.1,18.4
2709,20,2,40.712622,-73.783815,0,1,0,29.94,62.6,12.7
973,0,3,40.712622,-73.783815,0,0,0,29.95,62.1,10.4
211,4,3,40.712622,-73.783815,0,0,0,29.98,61,4.6
3543,8,3,40.712622,-73.783815,0,0,0,30.02,63,6.9
13453,12,3,40.712622,-73.783815,0,0,0,30.03,69.8,6.9
3423,16,3,40.712622,-73.783815,0,0,0,29.97,66.2,9.2
2999,20,3,40.712622,-73.783815,0,0,0,29.99,62.1,5.8
1105,0,4,40.712622,-73.783815,0,0,0,29.97,60.8,6.9
187,4,4,40.712622,-73.783815,0,0,0,29.96,59,3.5
7399,8,4,40.712622,-73.783815,0,0,0,29.98,60.8,5.8
8912,12,4,40.712622,-73.783815,0,0,0,29.96,63,9.2
3095,16,4,40.712622,-73.783815,0,1,0.02,29.94,60.8,5.8
3193,20,4,40.712622,-73.783815,0,0,0,29.94,59,8.1
1191,0,5,40.712622,-73.783815,0,0,0,29.95,55.9,0
186,4,5,40.712622,-73.783815,0,0,0,29.93,55.9,0
1576,8,5,40.712622,-73.783815,1,0,0,29.95,62.6,8.1
3161,12,5,40.712622,-73.783815,0,0,0,29.97,66.9,9.2
2578,16,5,40.712622,-73.783815,0,0,0,29.95,68,8.1
2013,20,5,40.712622,-73.783815,0,0,0,29.98,57.2,3.5
1115,0,6,40.712622,-73.783815,0,0,0,30.06,55.9,3.5
275,4,6,40.712622,-73.783815,0,0,0,30.09,55,11.5
353,8,6,40.712622,-73.783815,0,1,0,30.17,57,8.1
2676,12,6,40.712622,-73.783815,0,0,0,30.19,55.9,12.7
1877,16,6,40.712622,-73.783815,0,0,0,30.19,55,10.4
1424,20,6,40.712622,-73.783815,0,0,0,30.16,54,11.5
822,0,0,40.712622,-73.783815,0,0,0,30.15,55,9.2
193,4,0,40.712622,-73.783815,0,1,0,30.12,55.9,9.2
8273,8,0,40.712622,-73.783815,0,0,0.01,30.08,57.9,11.5
8622,12,0,40.712622,-73.783815,0,0,0,30.05,60.8,9.2
3344,16,0,40.712622,-73.783815,0,0,0,29.92,63,10.4
2680,20,0,40.712622,-73.783815,0,0,0,29.85,62.1,16.1
1005,0,1,40.712622,-73.783815,0,0,0,29.82,62.6,9.2
190,4,1,40.712622,-73.783815,1,0,0,29.8,61,5.8
9239,8,1,40.712622,-73.783815,1,0,0,29.79,62.6,3.5
8143,12,1,40.712622,-73.783815,0,0,0,29.77,80.1,17.3
3479,16,1,40.712622,-73.783815,0,0,0,29.77,80.1,9.2
2876,20,1,40.712622,-73.783815,0,0,0,29.8,75,8.1
1058,0,2,40.712622,-73.783815,0,0,0,29.84,66,8.1
176,4,2,40.712622,-73.783815,0,0,0,29.87,66,4.6
9388,8,2,40.712622,-73.783815,0,0,0,29.93,73,5.8
8099,12,2,40.712622,-73.783815,0,0,0,29.95,75,11.5
3672,16,2,40.712622,-73.783815,0,0,0,29.92,75.9,13.8
2939,20,2,40.712622,-73.783815,0,0,0,29.94,66.9,8.1
1171,0,3,40.712622,-73.783815,0,0,0,29.96,64,3.5
194,4,3,40.712622,-73.783815,0,0,0,29.94,62.1,5.8
4733,8,3,40.712622,-73.783815,0,0,0,29.97,66.2,5.8
12006,12,3,40.712622,-73.783815,0,0,0,29.94,71.1,9.2
3349,16,3,40.712622,-73.783815,0,0,0,29.89,69.1,9.2
2893,20,3,40.712622,-73.783815,0,0,0,29.88,66.9,8.1
1186,0,4,40.712622,-73.783815,0,0,0,29.92,66,4.6
205,4,4,40.712622,-73.783815,0,0,0,29.94,64,3.5
7418,8,4,40.712622,-73.783815,1,0,0,29.99,73,5.8
8118,12,4,40.712622,-73.783815,1,0,0,29.99,73,12.7
3353,16,4,40.712622,-73.783815,0,0,0,29.93,75.9,20.7
2865,20,4,40.712622,-73.783815,0,0,0,29.96,66.9,21.9
1314,0,5,40.712622,-73.783815,0,0,0,30,66,4.6
225,4,5,40.712622,-73.783815,0,0,0,30,64,6.9
1429,8,5,40.712622,-73.783815,0,0,0,30.06,66.9,6.9
1295,12,5,40.712622,-73.783815,0,0,0,30.05,77,11.5
1580,16,5,40.712622,-73.783815,0,0,0,30.05,73.9,15
3562,20,5,40.712622,-73.783815,0,0,0,30.06,68,13.8
2178,0,6,40.712622,-73.783815,0,0,0,30.09,66,9.2
221,4,6,40.712622,-73.783815,1,0,0,30.09,64.9,6.9
499,8,6,40.712622,-73.783815,0,0,0,30.13,66.2,6.9
2479,12,6,40.712622,-73.783815,0,0,0,30.13,75.9,10.4
1914,16,6,40.712622,-73.783815,0,0,0,30.06,75,18.4
1387,20,6,40.712622,-73.783815,0,0,0,30.08,70,15
996,0,0,40.712622,-73.783815,0,0,0,30.09,64.9,5.8
193,4,0,40.712622,-73.783815,0,0,0,30.04,66.9,3.5
1001,8,0,40.712622,-73.783815,0,1,0.01,30.09,72,13.8
2086,12,0,40.712622,-73.783815,0,0,0,30.1,82.9,8.1
2145,16,0,40.712622,-73.783815,0,0,0,30.06,82,9.2
2158,20,0,40.712622,-73.783815,0,0,0,30.1,73,4.6
1043,0,1,40.712622,-73.783815,0,0,0,30.13,72,0
224,4,1,40.712622,-73.783815,0,0,0,30.14,73,6.9
8382,8,1,40.712622,-73.783815,0,0,0,30.19,80.1,6.9
8396,12,1,40.712622,-73.783815,0,0,0,30.2,81,10.4
3348,16,1,40.712622,-73.783815,0,0,0,30.17,77,13.8
2749,20,1,40.712622,-73.783815,0,0,0,30.18,69.1,4.6
3383,0,6,40.758652,-73.981311,0,0,0,30.23,55,4.6
1209,4,6,40.758652,-73.981311,0,0,0,30.25,52,0
344,8,6,40.758652,-73.981311,0,0,0,30.29,57.9,8.1
1240,12,6,40.758652,-73.981311,0,0,0,30.28,69.1,0
2532,16,6,40.758652,-73.981311,0,0,0,30.25,60.1,8.1
4598,20,6,40.758652,-73.981311,0,0,0,30.28,52,6.9
2460,0,0,40.758652,-73.981311,0,0,0,30.31,51.1,4.6
531,4,0,40.758652,-73.981311,0,0,0,30.26,52,8.1
434,8,0,40.758652,-73.981311,0,0,0,30.3,53.1,6.9
1172,12,0,40.758652,-73.981311,0,0,0,30.24,57,8.1
2236,16,0,40.758652,-73.981311,0,0,0,30.15,61,3.5
21539,20,0,40.758652,-73.981311,0,0,0,30.15,57.9,4.6
17671,0,1,40.758652,-73.981311,0,0,0,30.14,55.9,3.5
5106,4,1,40.758652,-73.981311,0,0,0,30.12,55,6.9
287,8,1,40.758652,-73.981311,0,0,0,30.12,59,4.6
3256,12,1,40.758652,-73.981311,0,0,0,30.07,71.1,8.1
8360,16,1,40.758652,-73.981311,0,0,0,29.97,66.9,4.6
29492,20,1,40.758652,-73.981311,0,0,0,29.95,63,9.2
6031,0,2,40.758652,-73.981311,0,0,0,29.94,64,0
2467,4,2,40.758652,-73.981311,0,0,0,29.91,62.1,0
234,8,2,40.758652,-73.981311,0,1,0.08,29.98,53.6,5.8
3364,12,2,40.758652,-73.981311,0,1,0.03,29.96,50,4.6
8957,16,2,40.758652,-73.981311,0,0,0,29.98,48.2,5.8
32289,20,2,40.758652,-73.981311,0,0,0,30.02,50,12.7
6179,0,3,40.758652,-73.981311,0,0,0,30.01,48.9,5.8
1232,4,3,40.758652,-73.981311,0,0,0,29.99,46.9,4.6
147,8,3,40.758652,-73.981311,0,0,0,29.98,52,8.1
3757,12,3,40.758652,-73.981311,0,0,0,29.93,62.1,12.7
9303,16,3,40.758652,-73.981311,0,0,0,29.89,63,10.4
29726,20,3,40.758652,-73.981311,0,0,0,29.94,59,4.6
7219,0,4,40.758652,-73.981311,0,0,0,29.97,53.1,3.5
1357,4,4,40.758652,-73.981311,0,0,0,29.96,52,4.6
292,8,4,40.758652,-73.981311,0,0,0,29.99,57.9,3.5
3495,12,4,40.758652,-73.981311,0,0,0,29.94,68,8.1
10561,16,4,40.758652,-73.981311,0,0,0,29.86,68,6.9
27769,20,4,40.758652,-73.981311,0,0,0,29.86,63,6.9
5553,0,5,40.758652,-73.981311,0,0,0,29.87,59,4.6
1585,4,5,40.758652,-73.981311,0,0,0,29.83,55.9,3.5
440,8,5,40.758652,-73.981311,0,0,0,29.86,60.1,5.8
1285,12,5,40.758652,-73.981311,0,0,0,29.82,68,5.8
3525,16,5,40.758652,-73.981311,0,0,0,29.81,66.9,4.6
5317,20,5,40.758652,-73.981311,0,0,0,29.86,60.1,4.6
3042,0,6,40.758652,-73.981311,0,0,0,29.87,57,6.9
1071,4,6,40.758652,-73.981311,0,0,0,29.88,54,6.9
281,8,6,40.758652,-73.981311,0,0,0,29.9,59,4.6
1003,12,6,40.758652,-73.981311,0,0,0,29.88,71.1,3.5
2427,16,6,40.758652,-73.981311,0,0,0,29.85,71.1,5.8
4152,20,6,40.758652,-73.981311,0,0,0,29.93,64.9,9.2
2179,0,0,40.758652,-73.981311,0,0,0,29.96,59,0
487,4,0,40.758652,-73.981311,0,0,0,29.95,55.9,3.5
450,8,0,40.758652,-73.981311,0,0,0,30.01,57.9,5.8
2719,12,0,40.758652,-73.981311,0,0,0,29.94,66.9,8.1
8021,16,0,40.758652,-73.981311,0,0,0,29.88,70,15
29871,20,0,40.758652,-73.981311,0,0,0,29.93,64,5.8
5680,0,1,40.758652,-73.981311,0,0,0,29.94,57.9,5.8
1183,4,1,40.758652,-73.981311,0,0,0,29.96,55,4.6
186,8,1,40.758652,-73.981311,0,0,0,30.01,60.1,5.8
3167,12,1,40.758652,-73.981311,0,0,0,29.96,71.1,9.2
8621,16,1,40.758652,-73.981311,0,0,0,29.94,73.9,8.1
30865,20,1,40.758652,-73.981311,0,0,0,30,55.9,0
6297,0,2,40.758652,-73.981311,0,0,0,30.06,54,0
1246,4,2,40.758652,-73.981311,0,0,0,30.04,52,0
258,8,2,40.758652,-73.981311,0,0,0,30.09,57.9,10.4
3151,12,2,40.758652,-73.981311,0,0,0,30.08,63,6.9
8673,16,2,40.758652,-73.981311,0,0,0,30.05,70,8.1
31125,20,2,40.758652,-73.981311,0,0,0,30.08,61,4.6
6414,0,3,40.758652,-73.981311,0,0,0,30.08,57,0
1287,4,3,40.758652,-73.981311,0,0,0,30.09,57.9,0
610,8,3,40.758652,-73.981311,0,0,0,30.08,60.1,8.1
3294,12,3,40.758652,-73.981311,0,0,0,30.02,71.1,3.5
9193,16,3,40.758652,-73.981311,0,0,0,29.99,63,9.2
30704,20,3,40.758652,-73.981311,0,0,0,30.04,54,9.2
6753,0,4,40.758652,-73.981311,0,0,0,30.03,52,0
1407,4,4,40.758652,-73.981311,0,0,0,29.99,54,3.5
233,8,4,40.758652,-73.981311,0,0,0,29.98,57.9,0
1657,12,4,40.758652,-73.981311,0,0,0,29.96,62.1,4.6
11649,16,4,40.758652,-73.981311,0,0,0,29.87,64,4.6
28765,20,4,40.758652,-73.981311,0,0,0,29.88,57.9,3.5
5760,0,5,40.758652,-73.981311,0,0,0,29.87,57.9,0
1720,4,5,40.758652,-73.981311,0,0,0,29.85,57.9,3.5
217,8,5,40.758652,-73.981311,0,0,0,29.89,60.8,4.6
1640,12,5,40.758652,-73.981311,0,0,0,29.85,62.1,5.8
3865,16,5,40.758652,-73.981311,0,0,0,29.79,62.1,9.2
6500,20,5,40.758652,-73.981311,0,0,0,29.8,59,4.6
3694,0,6,40.758652,-73.981311,0,0,0,29.74,59,6.9
1138,4,6,40.758652,-73.981311,0,1,0.07,29.73,59,5.8
384,8,6,40.758652,-73.981311,0,1,0.06,29.66,59,0
1017,12,6,40.758652,-73.981311,0,0,0,29.63,62.6,0
2942,16,6,40.758652,-73.981311,0,0,0,29.56,66.9,4.6
5342,20,6,40.758652,-73.981311,0,0,0,29.62,62.6,4.6
2224,0,0,40.758652,-73.981311,0,0,0,29.64,60.8,5.8
578,4,0,40.758652,-73.981311,0,0,0,29.62,62.6,6.9
464,8,0,40.758652,-73.981311,0,1,0.02,29.7,55.4,10.4
3191,12,0,40.758652,-73.981311,0,0,0,29.75,61,12.7
8631,16,0,40.758652,-73.981311,0,0,0,29.76,55.9,6.9
31859,20,0,40.758652,-73.981311,0,0,0,29.82,54,12.7
5626,0,1,40.758652,-73.981311,0,1,0.21,29.93,53.6,17.3
1055,4,1,40.758652,-73.981311,0,1,0.21,29.93,53.6,17.3
459,8,1,40.758652,-73.981311,0,1,0.21,29.93,53.6,17.3
2249,12,1,40.758652,-73.981311,0,0,0,29.91,55.9,10.4
5981,16,1,40.758652,-73.981311,0,0,0,29.93,59,8.1
25779,20,1,40.758652,-73.981311,0,0,0,29.95,57,9.2
12718,0,2,40.758652,-73.981311,0,1,0.02,29.97,53.6,17.3
1231,4,2,40.758652,-73.981311,0,0,0.01,29.94,55.9,9.2
186,8,2,40.758652,-73.981311,0,0,0,30.01,57.2,5.8
4742,12,2,40.758652,-73.981311,0,0,0,29.99,64,9.2
8629,16,2,40.758652,-73.981311,0,1,0.15,29.99,60.8,8.1
31927,20,2,40.758652,-73.981311,0,0,0,29.98,60.8,6.9
8857,0,3,40.758652,-73.981311,0,1,0.06,29.98,59,6.9
1347,4,3,40.758652,-73.981311,0,0,0,30,60.8,0
422,8,3,40.758652,-73.981311,0,0,0,30.04,62.6,4.6
3162,12,3,40.758652,-73.981311,0,0,0,30.01,73,3.5
7017,16,3,40.758652,-73.981311,0,0,0,30,69.8,5.8
30765,20,3,40.758652,-73.981311,0,0,0,29.97,64,5.8
9064,0,4,40.758652,-73.981311,0,0,0,29.96,60.1,0
1370,4,4,40.758652,-73.981311,0,0,0,29.97,57.2,0
417,8,4,40.758652,-73.981311,0,0,0,29.99,60.8,0
3693,12,4,40.758652,-73.981311,0,1,0.01,29.97,60.8,0
12039,16,4,40.758652,-73.981311,0,1,0.01,29.95,62.6,0
29096,20,4,40.758652,-73.981311,0,0,0,29.93,59,0
