ENTRIESn_hourly,day_hour,weekday,latitude,longitude,fog,rain,meanprecipi,meanpressurei,meantempi,meanwspdi
3592,68,1,40.75753,-73.969102,0,0,0.018333333,29.965,54.65,4.816666667
878,72,1,40.75753,-73.969102,0,0,0,29.95666667,55.31666667,7.7
134,76,1,40.75753,-73.969102,0,0,0,29.95666667,55.31666667,7.7
0,80,1,40.75753,-73.969102,0,0,0,29.95666667,55.31666667,7.7
513,84,1,40.75753,-73.969102,0,0,0,29.95666667,55.31666667,7.7
929,88,1,40.75753,-73.969102,0,0,0,29.95666667,55.31666667,7.7
3039,92,1,40.75753,-73.969102,0,0,0,29.95666667,55.31666667,7.7
1645,96,1,40.75753,-73.969102,0,0,0,29.93,60.33333333,5.583333333
596,100,1,40.75753,-73.969102,0,0,0,29.93,60.33333333,5.583333333
28,104,1,40.75753,-73.969102,0,0,0,29.93,60.33333333,5.583333333
729,108,1,40.75753,-73.969102,0,0,0,29.93,60.33333333,5.583333333
1322,112,1,40.75753,-73.969102,0,0,0,29.93,60.33333333,5.583333333
3133,116,1,40.75753,-73.969102,0,0,0,29.93,60.33333333,5.583333333
680,120,0,40.75753,-73.969102,0,0,0,29.84166667,61.66666667,4.816666667
180,124,0,40.75753,-73.969102,0,0,0,29.84166667,61.66666667,4.816666667
15,128,0,40.75753,-73.969102,0,0,0,29.84166667,61.66666667,4.816666667
309,132,0,40.75753,-73.969102,0,0,0,29.84166667,61.66666667,4.816666667
566,136,0,40.75753,-73.969102,0,0,0,29.84166667,61.66666667,4.816666667
589,140,0,40.75753,-73.969102,0,0,0,29.84166667,61.66666667,4.816666667
324,144,0,40.75753,-73.969102,0,0,0,29.882,63.62,6.46
70,148,0,40.75753,-73.969102,0,0,0,29.882,63.62,6.46
325,156,0,40.75753,-73.969102,0,0,0,29.882,63.62,6.46
317,160,0,40.75753,-73.969102,0,0,0,29.882,63.62,6.46
415,164,0,40.75753,-73.969102,0,0,0,29.882,63.62,6.46
216,0,1,40.75753,-73.969102,0,0,0,29.945,62.28333333,6.366666667
42,4,1,40.75753,-73.969102,0,0,0,29.945,62.28333333,6.366666667
114,8,1,40.75753,-73.969102,0,0,0,29.945,62.28333333,6.366666667
586,12,1,40.75753,-73.969102,0,0,0,29.945,62.28333333,6.366666667
1140,16,1,40.75753,-73.969102,0,0,0,29.945,62.28333333,6.366666667
3222,20,1,40.75753,-73.969102,0,0,0,29.945,62.28333333,6.366666667
713,24,1,40.75753,-73.969102,0,0,0,29.96833333,62.31666667,5.583333333
122,28,1,40.75753,-73.969102,0,0,0,29.96833333,62.31666667,5.583333333
122,32,1,40.75753,-73.969102,0,0,0,29.96833333,62.31666667,5.583333333
669,36,1,40.75753,-73.969102,0,0,0,29.96833333,62.31666667,5.583333333
1196,40,1,40.75753,-73.969102,0,0,0,29.96833333,62.31666667,5.583333333
3361,44,1,40.75753,-73.969102,0,0,0,29.96833333,62.31666667,5.583333333
805,48,1,40.75753,-73.969102,0,0,0,30.06666667,59.65,5
137,52,1,40.75753,-73.969102,0,0,0,30.06666667,59.65,5
39,56,1,40.75753,-73.969102,0,0,0,30.06666667,59.65,5
731,60,1,40.75753,-73.969102,0,0,0,30.06666667,59.65,5
1201,64,1,40.75753,-73.969102,0,0,0,30.06666667,59.65,5
3347,68,1,40.75753,-73.969102,0,0,0,30.06666667,59.65,5
820,72,1,40.75753,-73.969102,0,0,0,30.05,60.51666667,5
128,76,1,40.75753,-73.969102,0,0,0,30.05,60.51666667,5
0,80,1,40.75753,-73.969102,0,0,0,30.05,60.51666667,5
784,84,1,40.75753,-73.969102,0,0,0,30.05,60.51666667,5
1201,88,1,40.75753,-73.969102,0,0,0,30.05,60.51666667,5
3481,92,1,40.75753,-73.969102,0,0,0,30.05,60.51666667,5
893,96,1,40.75753,-73.969102,0,0,0,29.95166667,57.98333333,2.7
128,100,1,40.75753,-73.969102,0,0,0,29.95166667,57.98333333,2.7
29,104,1,40.75753,-73.969102,0,0,0,29.95166667,57.98333333,2.7
732,108,1,40.75753,-73.969102,0,0,0,29.95166667,57.98333333,2.7
1385,112,1,40.75753,-73.969102,0,0,0,29.95166667,57.98333333,2.7
3086,116,1,40.75753,-73.969102,0,0,0,29.95166667,57.98333333,2.7
734,120,0,40.75753,-73.969102,0,0,0,29.84166667,59.96666667,4.616666667
128,124,0,40.75753,-73.969102,0,0,0,29.84166667,59.96666667,4.616666667
57,128,0,40.75753,-73.969102,0,0,0,29.84166667,59.96666667,4.616666667
257,132,0,40.75753,-73.969102,0,0,0,29.84166667,59.96666667,4.616666667
479,136,0,40.75753,-73.969102,0,0,0,29.84166667,59.96666667,4.616666667
599,140,0,40.75753,-73.969102,0,0,0,29.84166667,59.96666667,4.616666667
321,144,0,40.75753,-73.969102,0,0,0.021666667,29.65666667,61.51666667,3.65
91,148,0,40.75753,-73.969102,0,1,0.021666667,29.65666667,61.51666667,3.65
9,152,0,40.75753,-73.969102,0,1,0.021666667,29.65666667,61.51666667,3.65
209,156,0,40.75753,-73.969102,0,0,0.021666667,29.65666667,61.51666667,3.65
376,160,0,40.75753,-73.969102,0,0,0.021666667,29.65666667,61.51666667,3.65
474,164,0,40.75753,-73.969102,0,0,0.021666667,29.65666667,61.51666667,3.65
243,0,1,40.75753,-73.969102,0,0,0.003333333,29.715,58.28333333,9.233333333
37,4,1,40.75753,-73.969102,0,0,0.003333333,29.715,58.28333333,9.233333333
110,8,1,40.75753,-73.969102,0,1,0.003333333,29.715,58.28333333,9.233333333
669,12,1,40.75753,-73.969102,0,0,0.003333333,29.715,58.28333333,9.233333333
1212,16,1,40.75753,-73.969102,0,0,0.003333333,29.715,58.28333333,9.233333333
3532,20,1,40.75753,-73.969102,0,0,0.003333333,29.715,58.28333333,9.233333333
794,24,1,40.75753,-73.969102,0,1,0.105,29.93,55.45,13.26666667
130,28,1,40.75753,-73.969102,0,1,0.105,29.93,55.45,13.26666667
99,32,1,40.75753,-73.969102,0,1,0.105,29.93,55.45,13.26666667
675,36,1,40.75753,-73.969102,0,0,0.105,29.93,55.45,13.26666667
1226,40,1,40.75753,-73.969102,0,0,0.105,29.93,55.45,13.26666667
3597,44,1,40.75753,-73.969102,0,0,0.105,29.93,55.45,13.26666667
812,48,1,40.75753,-73.969102,0,1,0.03,29.98,58.71666667,9.416666667
103,52,1,40.75753,-73.969102,0,0,0.03,29.98,58.71666667,9.416666667
56,56,1,40.75753,-73.969102,0,0,0.03,29.98,58.71666667,9.416666667
758,60,1,40.75753,-73.969102,0,0,0.03,29.98,58.71666667,9.416666667
1311,64,1,40.75753,-73.969102,0,1,0.03,29.98,58.71666667,9.416666667
3730,68,1,40.75753,-73.969102,0,0,0.03,29.98,58.71666667,9.416666667
932,72,1,40.75753,-73.969102,0,1,0.01,30,64.86666667,4.433333333
112,76,1,40.75753,-73.969102,0,0,0.01,30,64.86666667,4.433333333
37,80,1,40.75753,-73.969102,0,0,0.01,30,64.86666667,4.433333333
769,84,1,40.75753,-73.969102,0,0,0.01,30,64.86666667,4.433333333
1251,88,1,40.75753,-73.969102,0,0,0.01,30,64.86666667,4.433333333
3391,92,1,40.75753,-73.969102,0,0,0.01,30,64.86666667,4.433333333
847,96,1,40.75753,-73.969102,0,0,0.003333333,29.96166667,60.08333333,0
116,100,1,40.75753,-73.969102,0,0,0.003333333,29.96166667,60.08333333,0
60,104,1,40.75753,-73.969102,0,0,0.003333333,29.96166667,60.08333333,0
759,108,1,40.75753,-73.969102,0,1,0.003333333,29.96166667,60.08333333,0
1637,112,1,40.75753,-73.969102,0,1,0.003333333,29.96166667,60.08333333,0
3260,116,1,40.75753,-73.969102,0,0,0.003333333,29.96166667,60.08333333,0
719,120,0,40.75753,-73.969102,0,0,0,29.95666667,63.7,1.55
132,124,0,40.75753,-73.969102,0,0,0,29.95666667,63.7,1.55
60,128,0,40.75753,-73.969102,0,0,0,29.95666667,63.7,1.55
269,132,0,40.75753,-73.969102,0,0,0,29.95666667,63.7,1.55
540,136,0,40.75753,-73.969102,0,0,0,29.95666667,63.7,1.55
651,140,0,40.75753,-73.969102,0,0,0,29.95666667,63.7,1.55
372,144,0,40.75753,-73.969102,0,0,0,30.13166667,56.16666667,4.816666667
97,148,0,40.75753,-73.969102,0,0,0,30.13166667,56.16666667,4.816666667
22,152,0,40.75753,-73.969102,0,0,0,30.13166667,56.16666667,4.816666667
226,156,0,40.75753,-73.969102,0,0,0,30.13166667,56.16666667,4.816666667
362,160,0,40.75753,-73.969102,0,0,0,30.13166667,56.16666667,4.816666667
466,164,0,40.75753,-73.969102,0,0,0,30.13166667,56.16666667,4.816666667
242,0,1,40.75753,-73.969102,0,0,0,30.00833333,60.16666667,7.316666667
45,4,1,40.75753,-73.969102,0,0,0,30.00833333,60.16666667,7.316666667
91,8,1,40.75753,-73.969102,0,0,0,30.00833333,60.16666667,7.316666667
669,12,1,40.75753,-73.969102,0,0,0,30.00833333,60.16666667,7.316666667
1161,16,1,40.75753,-73.969102,0,0,0,30.00833333,60.16666667,7.316666667
3329,20,1,40.75753,-73.969102,0,0,0,30.00833333,60.16666667,7.316666667
740,24,1,40.75753,-73.969102,0,0,0,29.78333333,73.35,5.2
124,28,1,40.75753,-73.969102,0,0,0,29.78333333,73.35,5.2
107,32,1,40.75753,-73.969102,0,0,0,29.78333333,73.35,5.2
711,36,1,40.75753,-73.969102,0,0,0,29.78333333,73.35,5.2
0,40,1,40.75753,-73.969102,0,0,0,29.78333333,73.35,5.2
0,44,1,40.75753,-73.969102,0,0,0,29.78333333,73.35,5.2
3400,48,1,40.75753,-73.969102,0,0,0,29.89833333,73.15,5.2
2188,52,1,40.75753,-73.969102,0,0,0,29.89833333,73.15,5.2
144,56,1,40.75753,-73.969102,0,0,0,29.89833333,73.15,5.2
733,60,1,40.75753,-73.969102,0,0,0,29.89833333,73.15,5.2
1220,64,1,40.75753,-73.969102,0,0,0,29.89833333,73.15,5.2
3332,68,1,40.75753,-73.969102,0,0,0,29.89833333,73.15,5.2
812,72,1,40.75753,-73.969102,0,0,0,29.91333333,69.25,7.5
98,76,1,40.75753,-73.969102,0,0,0,29.91333333,69.25,7.5
95,80,1,40.75753,-73.969102,1,0,0,29.91333333,69.25,7.5
752,84,1,40.75753,-73.969102,1,0,0,29.91333333,69.25,7.5
1165,88,1,40.75753,-73.969102,1,0,0,29.91333333,69.25,7.5
3264,92,1,40.75753,-73.969102,1,0,0,29.91333333,69.25,7.5
793,96,1,40.75753,-73.969102,0,0,0,29.94833333,72.9,4.433333333
150,100,1,40.75753,-73.969102,0,0,0,29.94833333,72.9,4.433333333
69,104,1,40.75753,-73.969102,1,0,0,29.94833333,72.9,4.433333333
660,108,1,40.75753,-73.969102,1,0,0,29.94833333,72.9,4.433333333
1915,112,1,40.75753,-73.969102,0,0,0,29.94833333,72.9,4.433333333
2085,116,1,40.75753,-73.969102,0,0,0,29.94833333,72.9,4.433333333
573,120,0,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
102,124,0,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
58,128,0,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
200,132,0,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
396,136,0,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
456,140,0,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
295,144,0,40.75753,-73.969102,0,0,0,30.07333333,74.53333333,6.166666667
90,148,0,40.75753,-73.969102,0,0,0,30.07333333,74.53333333,6.166666667
7,152,0,40.75753,-73.969102,1,0,0,30.07333333,74.53333333,6.166666667
261,156,0,40.75753,-73.969102,0,0,0,30.07333333,74.53333333,6.166666667
341,160,0,40.75753,-73.969102,0,0,0,30.07333333,74.53333333,6.166666667
342,164,0,40.75753,-73.969102,0,0,0,30.07333333,74.53333333,6.166666667
210,0,1,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
79,4,1,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
38,8,1,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
246,12,1,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
393,16,1,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
364,20,1,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
220,24,1,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
41,28,1,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
96,32,1,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
615,36,1,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
1093,40,1,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
3260,44,1,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
1861,144,0,40.75753,-73.969102,0,0,0,30.26333333,57.68333333,4.616666667
431,148,0,40.75753,-73.969102,0,0,0,30.26333333,57.68333333,4.616666667
346,152,0,40.75753,-73.969102,0,0,0,30.26333333,57.68333333,4.616666667
1253,156,0,40.75753,-73.969102,0,0,0,30.26333333,57.68333333,4.616666667
1968,160,0,40.75753,-73.969102,0,0,0,30.26333333,57.68333333,4.616666667
2312,164,0,40.75753,-73.969102,0,0,0,30.26333333,57.68333333,4.616666667
1315,0,1,40.75753,-73.969102,0,0,0,30.235,55.35,5.966666667
177,4,1,40.75753,-73.969102,0,0,0,30.235,55.35,5.966666667
773,8,1,40.75753,-73.969102,0,0,0,30.235,55.35,5.966666667
3692,12,1,40.75753,-73.969102,0,0,0,30.235,55.35,5.966666667
5681,16,1,40.75753,-73.969102,0,0,0,30.235,55.35,5.966666667
17475,20,1,40.75753,-73.969102,0,0,0,30.235,55.35,5.966666667
3458,24,1,40.75753,-73.969102,0,0,0,30.06166667,61.81666667,6.15
409,28,1,40.75753,-73.969102,0,0,0,30.06166667,61.81666667,6.15
863,32,1,40.75753,-73.969102,0,0,0,30.06166667,61.81666667,6.15
3831,36,1,40.75753,-73.969102,0,0,0,30.06166667,61.81666667,6.15
6222,40,1,40.75753,-73.969102,0,0,0,30.06166667,61.81666667,6.15
17871,44,1,40.75753,-73.969102,0,0,0,30.06166667,61.81666667,6.15
3879,48,1,40.75753,-73.969102,0,0,0.018333333,29.965,54.65,4.816666667
433,52,1,40.75753,-73.969102,0,0,0.018333333,29.965,54.65,4.816666667
270,56,1,40.75753,-73.969102,0,1,0.018333333,29.965,54.65,4.816666667
4865,60,1,40.75753,-73.969102,0,1,0.018333333,29.965,54.65,4.816666667
6407,64,1,40.75753,-73.969102,0,0,0.018333333,29.965,54.65,4.816666667
18421,68,1,40.75753,-73.969102,0,0,0.018333333,29.965,54.65,4.816666667
3870,72,1,40.75753,-73.969102,0,0,0,29.95666667,55.31666667,7.7
446,76,1,40.75753,-73.969102,0,0,0,29.95666667,55.31666667,7.7
610,80,1,40.75753,-73.969102,0,0,0,29.95666667,55.31666667,7.7
4246,84,1,40.75753,-73.969102,0,0,0,29.95666667,55.31666667,7.7
6638,88,1,40.75753,-73.969102,0,0,0,29.95666667,55.31666667,7.7
18190,92,1,40.75753,-73.969102,0,0,0,29.95666667,55.31666667,7.7
4816,96,1,40.75753,-73.969102,0,0,0,29.93,60.33333333,5.583333333
590,100,1,40.75753,-73.969102,0,0,0,29.93,60.33333333,5.583333333
719,104,1,40.75753,-73.969102,0,0,0,29.93,60.33333333,5.583333333
3988,108,1,40.75753,-73.969102,0,0,0,29.93,60.33333333,5.583333333
6948,112,1,40.75753,-73.969102,0,0,0,29.93,60.33333333,5.583333333
11085,116,1,40.75753,-73.969102,0,0,0,29.93,60.33333333,5.583333333
9781,120,0,40.75753,-73.969102,0,0,0,29.84166667,61.66666667,4.816666667
732,124,0,40.75753,-73.969102,0,0,0,29.84166667,61.66666667,4.816666667
164,128,0,40.75753,-73.969102,0,0,0,29.84166667,61.66666667,4.816666667
1727,132,0,40.75753,-73.969102,0,0,0,29.84166667,61.66666667,4.816666667
2632,136,0,40.75753,-73.969102,0,0,0,29.84166667,61.66666667,4.816666667
3073,140,0,40.75753,-73.969102,0,0,0,29.84166667,61.66666667,4.816666667
1759,144,0,40.75753,-73.969102,0,0,0,29.885,62.85,6.15
586,148,0,40.75753,-73.969102,0,0,0,29.885,62.85,6.15
112,152,0,40.75753,-73.969102,0,0,0,29.885,62.85,6.15
1136,156,0,40.75753,-73.969102,0,0,0,29.885,62.85,6.15
1965,160,0,40.75753,-73.969102,0,0,0,29.885,62.85,6.15
2002,164,0,40.75753,-73.969102,0,0,0,29.885,62.85,6.15
1250,0,1,40.75753,-73.969102,0,0,0,29.945,62.28333333,6.366666667
182,4,1,40.75753,-73.969102,0,0,0,29.945,62.28333333,6.366666667
690,8,1,40.75753,-73.969102,0,0,0,29.945,62.28333333,6.366666667
3626,12,1,40.75753,-73.969102,0,0,0,29.945,62.28333333,6.366666667
5715,16,1,40.75753,-73.969102,0,0,0,29.945,62.28333333,6.366666667
16863,20,1,40.75753,-73.969102,0,0,0,29.945,62.28333333,6.366666667
3526,24,1,40.75753,-73.969102,0,0,0,29.96833333,62.31666667,5.583333333
424,28,1,40.75753,-73.969102,0,0,0,29.96833333,62.31666667,5.583333333
900,32,1,40.75753,-73.969102,0,0,0,29.96833333,62.31666667,5.583333333
3814,36,1,40.75753,-73.969102,0,0,0,29.96833333,62.31666667,5.583333333
6274,40,1,40.75753,-73.969102,0,0,0,29.96833333,62.31666667,5.583333333
17836,44,1,40.75753,-73.969102,0,0,0,29.96833333,62.31666667,5.583333333
3823,48,1,40.75753,-73.969102,0,0,0,30.06666667,59.65,5
499,52,1,40.75753,-73.969102,0,0,0,30.06666667,59.65,5
222,56,1,40.75753,-73.969102,0,0,0,30.06666667,59.65,5
4487,60,1,40.75753,-73.969102,0,0,0,30.06666667,59.65,5
5583,64,1,40.75753,-73.969102,0,0,0,30.06666667,59.65,5
18590,68,1,40.75753,-73.969102,0,0,0,30.06666667,59.65,5
4147,72,1,40.75753,-73.969102,0,0,0,30.05,60.51666667,5
544,76,1,40.75753,-73.969102,0,0,0,30.05,60.51666667,5
606,80,1,40.75753,-73.969102,0,0,0,30.05,60.51666667,5
2892,84,1,40.75753,-73.969102,0,0,0,30.05,60.51666667,5
6445,88,1,40.75753,-73.969102,0,0,0,30.05,60.51666667,5
16422,92,1,40.75753,-73.969102,0,0,0,30.05,60.51666667,5
5053,96,1,40.75753,-73.969102,0,0,0,29.95166667,57.98333333,2.7
3536,100,1,40.75753,-73.969102,0,0,0,29.95166667,57.98333333,2.7
719,104,1,40.75753,-73.969102,0,0,0,29.95166667,57.98333333,2.7
3615,108,1,40.75753,-73.969102,0,0,0,29.95166667,57.98333333,2.7
7168,112,1,40.75753,-73.969102,0,0,0,29.95166667,57.98333333,2.7
17084,116,1,40.75753,-73.969102,0,0,0,29.95166667,57.98333333,2.7
3945,120,0,40.75753,-73.969102,0,0,0,29.84166667,59.96666667,4.616666667
794,124,0,40.75753,-73.969102,0,0,0,29.84166667,59.96666667,4.616666667
182,128,0,40.75753,-73.969102,0,0,0,29.84166667,59.96666667,4.616666667
1579,132,0,40.75753,-73.969102,0,0,0,29.84166667,59.96666667,4.616666667
2715,136,0,40.75753,-73.969102,0,0,0,29.84166667,59.96666667,4.616666667
3290,140,0,40.75753,-73.969102,0,0,0,29.84166667,59.96666667,4.616666667
1991,144,0,40.75753,-73.969102,0,0,0.021666667,29.65666667,61.51666667,3.65
600,148,0,40.75753,-73.969102,0,1,0.021666667,29.65666667,61.51666667,3.65
169,152,0,40.75753,-73.969102,0,1,0.021666667,29.65666667,61.51666667,3.65
1177,156,0,40.75753,-73.969102,0,0,0.021666667,29.65666667,61.51666667,3.65
2090,160,0,40.75753,-73.969102,0,0,0.021666667,29.65666667,61.51666667,3.65
2497,164,0,40.75753,-73.969102,0,0,0.021666667,29.65666667,61.51666667,3.65
1351,0,1,40.75753,-73.969102,0,0,0.003333333,29.715,58.28333333,9.233333333
194,4,1,40.75753,-73.969102,0,0,0.003333333,29.715,58.28333333,9.233333333
736,8,1,40.75753,-73.969102,0,1,0.003333333,29.715,58.28333333,9.233333333
4085,12,1,40.75753,-73.969102,0,0,0.003333333,29.715,58.28333333,9.233333333
5888,16,1,40.75753,-73.969102,0,0,0.003333333,29.715,58.28333333,9.233333333
18079,20,1,40.75753,-73.969102,0,0,0.003333333,29.715,58.28333333,9.233333333
3741,24,1,40.75753,-73.969102,0,1,0.105,29.93,55.45,13.26666667
508,28,1,40.75753,-73.969102,0,1,0.105,29.93,55.45,13.26666667
923,32,1,40.75753,-73.969102,0,1,0.105,29.93,55.45,13.26666667
3991,36,1,40.75753,-73.969102,0,0,0.105,29.93,55.45,13.26666667
6442,40,1,40.75753,-73.969102,0,0,0.105,29.93,55.45,13.26666667
18092,44,1,40.75753,-73.969102,0,0,0.105,29.93,55.45,13.26666667
4075,48,1,40.75753,-73.969102,0,1,0.03,29.98,58.71666667,9.416666667
512,52,1,40.75753,-73.969102,0,0,0.03,29.98,58.71666667,9.416666667
524,56,1,40.75753,-73.969102,0,0,0.03,29.98,58.71666667,9.416666667
3439,60,1,40.75753,-73.969102,0,0,0.03,29.98,58.71666667,9.416666667
3250,64,1,40.75753,-73.969102,0,1,0.03,29.98,58.71666667,9.416666667
11908,68,1,40.75753,-73.969102,0,0,0.03,29.98,58.71666667,9.416666667
12956,72,1,40.75753,-73.969102,0,1,0.01,30,64.86666667,4.433333333
3381,76,1,40.75753,-73.969102,0,0,0.01,30,64.86666667,4.433333333
874,80,1,40.75753,-73.969102,0,0,0.01,30,64.86666667,4.433333333
3908,84,1,40.75753,-73.969102,0,0,0.01,30,64.86666667,4.433333333
6552,88,1,40.75753,-73.969102,0,0,0.01,30,64.86666667,4.433333333
17398,92,1,40.75753,-73.969102,0,0,0.01,30,64.86666667,4.433333333
5555,96,1,40.75753,-73.969102,0,0,0.003333333,29.96166667,60.08333333,0
786,100,1,40.75753,-73.969102,0,0,0.003333333,29.96166667,60.08333333,0
149,104,1,40.75753,-73.969102,0,0,0.003333333,29.96166667,60.08333333,0
4028,108,1,40.75753,-73.969102,0,1,0.003333333,29.96166667,60.08333333,0
8010,112,1,40.75753,-73.969102,0,1,0.003333333,29.96166667,60.08333333,0
17284,116,1,40.75753,-73.969102,0,0,0.003333333,29.96166667,60.08333333,0
4001,120,0,40.75753,-73.969102,0,0,0,29.95666667,63.7,1.55
889,124,0,40.75753,-73.969102,0,0,0,29.95666667,63.7,1.55
314,128,0,40.75753,-73.969102,0,0,0,29.95666667,63.7,1.55
1574,132,0,40.75753,-73.969102,0,0,0,29.95666667,63.7,1.55
2833,136,0,40.75753,-73.969102,0,0,0,29.95666667,63.7,1.55
3349,140,0,40.75753,-73.969102,0,0,0,29.95666667,63.7,1.55
2051,144,0,40.75753,-73.969102,0,0,0,30.13166667,56.16666667,4.816666667
663,148,0,40.75753,-73.969102,0,0,0,30.13166667,56.16666667,4.816666667
152,152,0,40.75753,-73.969102,0,0,0,30.13166667,56.16666667,4.816666667
1127,156,0,40.75753,-73.969102,0,0,0,30.13166667,56.16666667,4.816666667
2050,160,0,40.75753,-73.969102,0,0,0,30.13166667,56.16666667,4.816666667
2398,164,0,40.75753,-73.969102,0,0,0,30.13166667,56.16666667,4.816666667
1380,0,1,40.75753,-73.969102,0,0,0,30.00833333,60.16666667,7.316666667
173,4,1,40.75753,-73.969102,0,0,0,30.00833333,60.16666667,7.316666667
808,8,1,40.75753,-73.969102,0,0,0,30.00833333,60.16666667,7.316666667
3792,12,1,40.75753,-73.969102,0,0,0,30.00833333,60.16666667,7.316666667
5954,16,1,40.75753,-73.969102,0,0,0,30.00833333,60.16666667,7.316666667
17742,20,1,40.75753,-73.969102,0,0,0,30.00833333,60.16666667,7.316666667
3627,24,1,40.75753,-73.969102,0,0,0,29.78333333,73.35,5.2
426,28,1,40.75753,-73.969102,0,0,0,29.78333333,73.35,5.2
781,32,1,40.75753,-73.969102,0,0,0,29.78333333,73.35,5.2
4014,36,1,40.75753,-73.969102,0,0,0,29.78333333,73.35,5.2
6386,40,1,40.75753,-73.969102,0,0,0,29.78333333,73.35,5.2
18260,44,1,40.75753,-73.969102,0,0,0,29.78333333,73.35,5.2
3975,48,1,40.75753,-73.969102,0,0,0,29.89833333,73.15,5.2
421,52,1,40.75753,-73.969102,0,0,0,29.89833333,73.15,5.2
447,56,1,40.75753,-73.969102,0,0,0,29.89833333,73.15,5.2
4271,60,1,40.75753,-73.969102,0,0,0,29.89833333,73.15,5.2
6521,64,1,40.75753,-73.969102,0,0,0,29.89833333,73.15,5.2
18135,68,1,40.75753,-73.969102,0,0,0,29.89833333,73.15,5.2
4174,72,1,40.75753,-73.969102,0,0,0,29.91333333,69.25,7.5
500,76,1,40.75753,-73.969102,0,0,0,29.91333333,69.25,7.5
369,80,1,40.75753,-73.969102,1,0,0,29.91333333,69.25,7.5
4377,84,1,40.75753,-73.969102,1,0,0,29.91333333,69.25,7.5
6766,88,1,40.75753,-73.969102,1,0,0,29.91333333,69.25,7.5
18029,92,1,40.75753,-73.969102,1,0,0,29.91333333,69.25,7.5
4329,96,1,40.75753,-73.969102,0,0,0,29.94833333,72.9,4.433333333
565,100,1,40.75753,-73.969102,0,0,0,29.94833333,72.9,4.433333333
637,104,1,40.75753,-73.969102,1,0,0,29.94833333,72.9,4.433333333
3678,108,1,40.75753,-73.969102,1,0,0,29.94833333,72.9,4.433333333
10512,112,1,40.75753,-73.969102,0,0,0,29.94833333,72.9,4.433333333
11993,116,1,40.75753,-73.969102,0,0,0,29.94833333,72.9,4.433333333
3292,120,0,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
664,124,0,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
287,128,0,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
1348,132,0,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
2503,136,0,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
2925,140,0,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
1613,144,0,40.75753,-73.969102,0,0,0,30.07333333,74.53333333,6.166666667
493,148,0,40.75753,-73.969102,0,0,0,30.07333333,74.53333333,6.166666667
143,152,0,40.75753,-73.969102,1,0,0,30.07333333,74.53333333,6.166666667
1203,156,0,40.75753,-73.969102,0,0,0,30.07333333,74.53333333,6.166666667
1682,160,0,40.75753,-73.969102,0,0,0,30.07333333,74.53333333,6.166666667
1950,164,0,40.75753,-73.969102,0,0,0,30.07333333,74.53333333,6.166666667
1384,0,1,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
254,4,1,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
171,8,1,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
1099,12,1,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
2080,16,1,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
2101,20,1,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
1337,24,1,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
218,28,1,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
713,32,1,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
3756,36,1,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
5958,40,1,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
17933,44,1,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
5036,144,0,40.746655,-73.891361,0,0,0,30.265,55.81666667,8.083333333
1262,148,0,40.746655,-73.891361,0,0,0,30.265,55.81666667,8.083333333
1655,152,0,40.746655,-73.891361,0,0,0,30.265,55.81666667,8.083333333
