ENTRIESn_hourly,hour,day_week,weekday,latitude,longitude,fog,rain,meanprecipi,meanpressurei,meantempi,meanwspdi
3173,8,1,1,40.643738,-74.073622,0,0,0,30.16166667,78.31666667,6.55
2769,12,1,1,40.643738,-74.073622,0,0,0,30.16166667,78.31666667,6.55
1848,16,1,1,40.643738,-74.073622,0,0,0,30.16166667,78.31666667,6.55
4887,20,1,1,40.643738,-74.073622,0,0,0,30.16166667,78.31666667,6.55
3471,0,6,0,40.764755,-73.980646,0,0,0,30.26333333,57.68333333,4.616666667
931,4,6,0,40.764755,-73.980646,0,0,0,30.26333333,57.68333333,4.616666667
310,8,6,0,40.764755,-73.980646,0,0,0,30.26333333,57.68333333,4.616666667
1993,12,6,0,40.764755,-73.980646,0,0,0,30.26333333,57.68333333,4.616666667
2896,16,6,0,40.764755,-73.980646,0,0,0,30.26333333,57.68333333,4.616666667
4187,20,6,0,40.764755,-73.980646,0,0,0,30.26333333,57.68333333,4.616666667
1690,0,0,1,40.764755,-73.980646,0,0,0,30.235,55.35,5.966666667
2015,4,0,1,40.764755,-73.980646,0,0,0,30.235,55.35,5.966666667
545,8,0,1,40.764755,-73.980646,0,0,0,30.235,55.35,5.966666667
3298,12,0,1,40.764755,-73.980646,0,0,0,30.235,55.35,5.966666667
4789,16,0,1,40.764755,-73.980646,0,0,0,30.235,55.35,5.966666667
11199,20,0,1,40.764755,-73.980646,0,0,0,30.235,55.35,5.966666667
4020,0,1,1,40.764755,-73.980646,0,0,0,30.06166667,61.81666667,6.15
528,4,1,1,40.764755,-73.980646,0,0,0,30.06166667,61.81666667,6.15
837,8,1,1,40.764755,-73.980646,0,0,0,30.06166667,61.81666667,6.15
3400,12,1,1,40.764755,-73.980646,0,0,0,30.06166667,61.81666667,6.15
5326,16,1,1,40.764755,-73.980646,0,0,0,30.06166667,61.81666667,6.15
11568,20,1,1,40.764755,-73.980646,0,0,0,30.06166667,61.81666667,6.15
4857,0,2,1,40.764755,-73.980646,0,0,0.018333333,29.965,54.65,4.816666667
628,4,2,1,40.764755,-73.980646,0,0,0.018333333,29.965,54.65,4.816666667
612,8,2,1,40.764755,-73.980646,0,1,0.018333333,29.965,54.65,4.816666667
3791,12,2,1,40.764755,-73.980646,0,1,0.018333333,29.965,54.65,4.816666667
5394,16,2,1,40.764755,-73.980646,0,0,0.018333333,29.965,54.65,4.816666667
11439,20,2,1,40.764755,-73.980646,0,0,0.018333333,29.965,54.65,4.816666667
4283,0,3,1,40.764755,-73.980646,0,0,0,29.95666667,55.31666667,7.7
518,4,3,1,40.764755,-73.980646,0,0,0,29.95666667,55.31666667,7.7
655,8,3,1,40.764755,-73.980646,0,0,0,29.95666667,55.31666667,7.7
4081,12,3,1,40.764755,-73.980646,0,0,0,29.95666667,55.31666667,7.7
5585,16,3,1,40.764755,-73.980646,0,0,0,29.95666667,55.31666667,7.7
11240,20,3,1,40.764755,-73.980646,0,0,0,29.95666667,55.31666667,7.7
4988,0,4,1,40.764755,-73.980646,0,0,0,29.93,60.33333333,5.583333333
837,4,4,1,40.764755,-73.980646,0,0,0,29.93,60.33333333,5.583333333
232,8,4,1,40.764755,-73.980646,0,0,0,29.93,60.33333333,5.583333333
3815,12,4,1,40.764755,-73.980646,0,0,0,29.93,60.33333333,5.583333333
4795,16,4,1,40.764755,-73.980646,0,0,0,29.93,60.33333333,5.583333333
9401,20,4,1,40.764755,-73.980646,0,0,0,29.93,60.33333333,5.583333333
5845,0,5,0,40.764755,-73.980646,0,0,0,29.84166667,61.66666667,4.816666667
931,4,5,0,40.764755,-73.980646,0,0,0,29.84166667,61.66666667,4.816666667
120,8,5,0,40.764755,-73.980646,0,0,0,29.84166667,61.66666667,4.816666667
1958,12,5,0,40.764755,-73.980646,0,0,0,29.84166667,61.66666667,4.816666667
4238,16,5,0,40.764755,-73.980646,0,0,0,29.84166667,61.66666667,4.816666667
4913,20,5,0,40.764755,-73.980646,0,0,0,29.84166667,61.66666667,4.816666667
2826,0,6,0,40.764755,-73.980646,0,0,0,29.885,62.85,6.15
931,4,6,0,40.764755,-73.980646,0,0,0,29.885,62.85,6.15
268,8,6,0,40.764755,-73.980646,0,0,0,29.885,62.85,6.15
1669,12,6,0,40.764755,-73.980646,0,0,0,29.885,62.85,6.15
2828,16,6,0,40.764755,-73.980646,0,0,0,29.885,62.85,6.15
3939,20,6,0,40.764755,-73.980646,0,0,0,29.885,62.85,6.15
2107,0,0,1,40.764755,-73.980646,0,0,0,29.945,62.28333333,6.366666667
345,4,0,1,40.764755,-73.980646,0,0,0,29.945,62.28333333,6.366666667
517,8,0,1,40.764755,-73.980646,0,0,0,29.945,62.28333333,6.366666667
3264,12,0,1,40.764755,-73.980646,0,0,0,29.945,62.28333333,6.366666667
4919,16,0,1,40.764755,-73.980646,0,0,0,29.945,62.28333333,6.366666667
11080,20,0,1,40.764755,-73.980646,0,0,0,29.945,62.28333333,6.366666667
4031,0,1,1,40.764755,-73.980646,0,0,0,29.96833333,62.31666667,5.583333333
571,4,1,1,40.764755,-73.980646,0,0,0,29.96833333,62.31666667,5.583333333
361,8,1,1,40.764755,-73.980646,0,0,0,29.96833333,62.31666667,5.583333333
3684,12,1,1,40.764755,-73.980646,0,0,0,29.96833333,62.31666667,5.583333333
5153,16,1,1,40.764755,-73.980646,0,0,0,29.96833333,62.31666667,5.583333333
11509,20,1,1,40.764755,-73.980646,0,0,0,29.96833333,62.31666667,5.583333333
4657,0,2,1,40.764755,-73.980646,0,0,0,30.06666667,59.65,5
575,4,2,1,40.764755,-73.980646,0,0,0,30.06666667,59.65,5
413,8,2,1,40.764755,-73.980646,0,0,0,30.06666667,59.65,5
3737,12,2,1,40.764755,-73.980646,0,0,0,30.06666667,59.65,5
5322,16,2,1,40.764755,-73.980646,0,0,0,30.06666667,59.65,5
11363,20,2,1,40.764755,-73.980646,0,0,0,30.06666667,59.65,5
4703,0,3,1,40.764755,-73.980646,0,0,0,30.05,60.51666667,5
573,4,3,1,40.764755,-73.980646,0,0,0,30.05,60.51666667,5
316,8,3,1,40.764755,-73.980646,0,0,0,30.05,60.51666667,5
3862,12,3,1,40.764755,-73.980646,0,0,0,30.05,60.51666667,5
5606,16,3,1,40.764755,-73.980646,0,0,0,30.05,60.51666667,5
11515,20,3,1,40.764755,-73.980646,0,0,0,30.05,60.51666667,5
4830,0,4,1,40.764755,-73.980646,0,0,0,29.95166667,57.98333333,2.7
600,4,4,1,40.764755,-73.980646,0,0,0,29.95166667,57.98333333,2.7
645,8,4,1,40.764755,-73.980646,0,0,0,29.95166667,57.98333333,2.7
3270,12,4,1,40.764755,-73.980646,0,0,0,29.95166667,57.98333333,2.7
5456,16,4,1,40.764755,-73.980646,0,0,0,29.95166667,57.98333333,2.7
10549,20,4,1,40.764755,-73.980646,0,0,0,29.95166667,57.98333333,2.7
4012,0,5,0,40.764755,-73.980646,0,0,0,29.84166667,59.96666667,4.616666667
677,4,5,0,40.764755,-73.980646,0,0,0,29.84166667,59.96666667,4.616666667
189,8,5,0,40.764755,-73.980646,0,0,0,29.84166667,59.96666667,4.616666667
2678,12,5,0,40.764755,-73.980646,0,0,0,29.84166667,59.96666667,4.616666667
4281,16,5,0,40.764755,-73.980646,0,0,0,29.84166667,59.96666667,4.616666667
5717,20,5,0,40.764755,-73.980646,0,0,0,29.84166667,59.96666667,4.616666667
3573,0,6,0,40.764755,-73.980646,0,0,0.021666667,29.65666667,61.51666667,3.65
922,4,6,0,40.764755,-73.980646,0,1,0.021666667,29.65666667,61.51666667,3.65
213,8,6,0,40.764755,-73.980646,0,1,0.021666667,29.65666667,61.51666667,3.65
1586,12,6,0,40.764755,-73.980646,0,0,0.021666667,29.65666667,61.51666667,3.65
3582,16,6,0,40.764755,-73.980646,0,0,0.021666667,29.65666667,61.51666667,3.65
4909,20,6,0,40.764755,-73.980646,0,0,0.021666667,29.65666667,61.51666667,3.65
2192,0,0,1,40.764755,-73.980646,0,0,0.003333333,29.715,58.28333333,9.233333333
363,4,0,1,40.764755,-73.980646,0,0,0.003333333,29.715,58.28333333,9.233333333
513,8,0,1,40.764755,-73.980646,0,1,0.003333333,29.715,58.28333333,9.233333333
3542,12,0,1,40.764755,-73.980646,0,0,0.003333333,29.715,58.28333333,9.233333333
5152,16,0,1,40.764755,-73.980646,0,0,0.003333333,29.715,58.28333333,9.233333333
11497,20,0,1,40.764755,-73.980646,0,0,0.003333333,29.715,58.28333333,9.233333333
3764,0,1,1,40.764755,-73.980646,0,1,0.105,29.93,55.45,13.26666667
545,4,1,1,40.764755,-73.980646,0,1,0.105,29.93,55.45,13.26666667
464,8,1,1,40.764755,-73.980646,0,1,0.105,29.93,55.45,13.26666667
1089,12,1,1,40.764755,-73.980646,0,0,0.105,29.93,55.45,13.26666667
1773,16,1,1,40.764755,-73.980646,0,0,0.105,29.93,55.45,13.26666667
2851,20,1,1,40.764755,-73.980646,0,0,0.105,29.93,55.45,13.26666667
10290,0,2,1,40.764755,-73.980646,0,1,0.03,29.98,58.71666667,9.416666667
9675,4,2,1,40.764755,-73.980646,0,0,0.03,29.98,58.71666667,9.416666667
500,8,2,1,40.764755,-73.980646,0,0,0.03,29.98,58.71666667,9.416666667
3580,12,2,1,40.764755,-73.980646,0,0,0.03,29.98,58.71666667,9.416666667
5475,16,2,1,40.764755,-73.980646,0,1,0.03,29.98,58.71666667,9.416666667
12044,20,2,1,40.764755,-73.980646,0,0,0.03,29.98,58.71666667,9.416666667
4248,0,3,1,40.764755,-73.980646,0,1,0.01,30,64.86666667,4.433333333
507,4,3,1,40.764755,-73.980646,0,0,0.01,30,64.86666667,4.433333333
799,8,3,1,40.764755,-73.980646,0,0,0.01,30,64.86666667,4.433333333
3389,12,3,1,40.764755,-73.980646,0,0,0.01,30,64.86666667,4.433333333
5401,16,3,1,40.764755,-73.980646,0,0,0.01,30,64.86666667,4.433333333
11152,20,3,1,40.764755,-73.980646,0,0,0.01,30,64.86666667,4.433333333
4659,0,4,1,40.764755,-73.980646,0,0,0.003333333,29.96166667,60.08333333,0
588,4,4,1,40.764755,-73.980646,0,0,0.003333333,29.96166667,60.08333333,0
432,8,4,1,40.764755,-73.980646,0,0,0.003333333,29.96166667,60.08333333,0
3772,12,4,1,40.764755,-73.980646,0,1,0.003333333,29.96166667,60.08333333,0
5897,16,4,1,40.764755,-73.980646,0,1,0.003333333,29.96166667,60.08333333,0
10455,20,4,1,40.764755,-73.980646,0,0,0.003333333,29.96166667,60.08333333,0
4130,0,5,0,40.764755,-73.980646,0,0,0,29.95666667,63.7,1.55
1027,4,5,0,40.764755,-73.980646,0,0,0,29.95666667,63.7,1.55
172,8,5,0,40.764755,-73.980646,0,0,0,29.95666667,63.7,1.55
2460,12,5,0,40.764755,-73.980646,0,0,0,29.95666667,63.7,1.55
4226,16,5,0,40.764755,-73.980646,0,0,0,29.95666667,63.7,1.55
5394,20,5,0,40.764755,-73.980646,0,0,0,29.95666667,63.7,1.55
3322,0,6,0,40.764755,-73.980646,0,0,0,30.13166667,56.16666667,4.816666667
864,4,6,0,40.764755,-73.980646,0,0,0,30.13166667,56.16666667,4.816666667
290,8,6,0,40.764755,-73.980646,0,0,0,30.13166667,56.16666667,4.816666667
1694,12,6,0,40.764755,-73.980646,0,0,0,30.13166667,56.16666667,4.816666667
3113,16,6,0,40.764755,-73.980646,0,0,0,30.13166667,56.16666667,4.816666667
4431,20,6,0,40.764755,-73.980646,0,0,0,30.13166667,56.16666667,4.816666667
2510,0,0,1,40.764755,-73.980646,0,0,0,30.00833333,60.16666667,7.316666667
373,4,0,1,40.764755,-73.980646,0,0,0,30.00833333,60.16666667,7.316666667
709,8,0,1,40.764755,-73.980646,0,0,0,30.00833333,60.16666667,7.316666667
3174,12,0,1,40.764755,-73.980646,0,0,0,30.00833333,60.16666667,7.316666667
5051,16,0,1,40.764755,-73.980646,0,0,0,30.00833333,60.16666667,7.316666667
10874,20,0,1,40.764755,-73.980646,0,0,0,30.00833333,60.16666667,7.316666667
3883,0,1,1,40.764755,-73.980646,0,0,0,29.78333333,73.35,5.2
436,4,1,1,40.764755,-73.980646,0,0,0,29.78333333,73.35,5.2
746,8,1,1,40.764755,-73.980646,0,0,0,29.78333333,73.35,5.2
3511,12,1,1,40.764755,-73.980646,0,0,0,29.78333333,73.35,5.2
5351,16,1,1,40.764755,-73.980646,0,0,0,29.78333333,73.35,5.2
11095,20,1,1,40.764755,-73.980646,0,0,0,29.78333333,73.35,5.2
4704,0,2,1,40.764755,-73.980646,0,0,0,29.89833333,73.15,5.2
590,4,2,1,40.764755,-73.980646,0,0,0,29.89833333,73.15,5.2
558,8,2,1,40.764755,-73.980646,0,0,0,29.89833333,73.15,5.2
3691,12,2,1,40.764755,-73.980646,0,0,0,29.89833333,73.15,5.2
5529,16,2,1,40.764755,-73.980646,0,0,0,29.89833333,73.15,5.2
11399,20,2,1,40.764755,-73.980646,0,0,0,29.89833333,73.15,5.2
4415,0,3,1,40.764755,-73.980646,0,0,0,29.91333333,69.25,7.5
660,4,3,1,40.764755,-73.980646,0,0,0,29.91333333,69.25,7.5
366,8,3,1,40.764755,-73.980646,1,0,0,29.91333333,69.25,7.5
3762,12,3,1,40.764755,-73.980646,1,0,0,29.91333333,69.25,7.5
5605,16,3,1,40.764755,-73.980646,1,0,0,29.91333333,69.25,7.5
11488,20,3,1,40.764755,-73.980646,1,0,0,29.91333333,69.25,7.5
4887,0,4,1,40.764755,-73.980646,0,0,0,29.94833333,72.9,4.433333333
716,4,4,1,40.764755,-73.980646,0,0,0,29.94833333,72.9,4.433333333
102,8,4,1,40.764755,-73.980646,1,0,0,29.94833333,72.9,4.433333333
3856,12,4,1,40.764755,-73.980646,1,0,0,29.94833333,72.9,4.433333333
7055,16,4,1,40.764755,-73.980646,0,0,0,29.94833333,72.9,4.433333333
8378,20,4,1,40.764755,-73.980646,0,0,0,29.94833333,72.9,4.433333333
3665,0,5,0,40.764755,-73.980646,0,0,0,30.01666667,74.03333333,3.066666667
882,4,5,0,40.764755,-73.980646,0,0,0,30.01666667,74.03333333,3.066666667
271,8,5,0,40.764755,-73.980646,0,0,0,30.01666667,74.03333333,3.066666667
2069,12,5,0,40.764755,-73.980646,0,0,0,30.01666667,74.03333333,3.066666667
3685,16,5,0,40.764755,-73.980646,0,0,0,30.01666667,74.03333333,3.066666667
4871,20,5,0,40.764755,-73.980646,0,0,0,30.01666667,74.03333333,3.066666667
2884,0,6,0,40.764755,-73.980646,0,0,0,30.07333333,74.53333333,6.166666667
791,4,6,0,40.764755,-73.980646,0,0,0,30.07333333,74.53333333,6.166666667
272,8,6,0,40.764755,-73.980646,1,0,0,30.07333333,74.53333333,6.166666667
1768,12,6,0,40.764755,-73.980646,0,0,0,30.07333333,74.53333333,6.166666667
3006,16,6,0,40.764755,-73.980646,0,0,0,30.07333333,74.53333333,6.166666667
4384,20,6,0,40.764755,-73.980646,0,0,0,30.07333333,74.53333333,6.166666667
2555,0,0,1,40.764755,-73.980646,0,0,0,30.07,78.35,4.616666667
472,4,0,1,40.764755,-73.980646,0,0,0,30.07,78.35,4.616666667
147,8,0,1,40.764755,-73.980646,0,0,0,30.07,78.35,4.616666667
1691,12,0,1,40.764755,-73.980646,0,0,0,30.07,78.35,4.616666667
3250,16,0,1,40.764755,-73.980646,0,0,0,30.07,78.35,4.616666667
4076,20,0,1,40.764755,-73.980646,0,0,0,30.07,78.35,4.616666667
2333,0,1,1,40.764755,-73.980646,0,0,0,30.16166667,78.31666667,6.55
344,4,1,1,40.764755,-73.980646,0,0,0,30.16166667,78.31666667,6.55
470,8,1,1,40.764755,-73.980646,0,0,0,30.16166667,78.31666667,6.55
3514,12,1,1,40.764755,-73.980646,0,0,0,30.16166667,78.31666667,6.55
4822,16,1,1,40.764755,-73.980646,0,0,0,30.16166667,78.31666667,6.55
10880,20,1,1,40.764755,-73.980646,0,0,0,30.16166667,78.31666667,6.55
4041,0,6,0,40.760139,-73.984112,0,0,0,30.26333333,57.68333333,4.616666667
1141,4,6,0,40.760139,-73.984112,0,0,0,30.26333333,57.68333333,4.616666667
203,8,6,0,40.760139,-73.984112,0,0,0,30.26333333,57.68333333,4.616666667
1798,12,6,0,40.760139,-73.984112,0,0,0,30.26333333,57.68333333,4.616666667
2725,16,6,0,40.760139,-73.984112,0,0,0,30.26333333,57.68333333,4.616666667
2381,20,6,0,40.760139,-73.984112,0,0,0,30.26333333,57.68333333,4.616666667
2584,0,0,1,40.760139,-73.984112,0,0,0,30.235,55.35,5.966666667
2745,4,0,1,40.760139,-73.984112,0,0,0,30.235,55.35,5.966666667
291,8,0,1,40.760139,-73.984112,0,0,0,30.235,55.35,5.966666667
2402,12,0,1,40.760139,-73.984112,0,0,0,30.235,55.35,5.966666667
4393,16,0,1,40.760139,-73.984112,0,0,0,30.235,55.35,5.966666667
11007,20,0,1,40.760139,-73.984112,0,0,0,30.235,55.35,5.966666667
3770,0,1,1,40.760139,-73.984112,0,0,0,30.06166667,61.81666667,6.15
544,4,1,1,40.760139,-73.984112,0,0,0,30.06166667,61.81666667,6.15
445,8,1,1,40.760139,-73.984112,0,0,0,30.06166667,61.81666667,6.15
3076,12,1,1,40.760139,-73.984112,0,0,0,30.06166667,61.81666667,6.15
4324,16,1,1,40.760139,-73.984112,0,0,0,30.06166667,61.81666667,6.15
10984,20,1,1,40.760139,-73.984112,0,0,0,30.06166667,61.81666667,6.15
4785,0,2,1,40.760139,-73.984112,0,0,0.018333333,29.965,54.65,4.816666667
626,4,2,1,40.760139,-73.984112,0,0,0.018333333,29.965,54.65,4.816666667
468,8,2,1,40.760139,-73.984112,0,1,0.018333333,29.965,54.65,4.816666667
3230,12,2,1,40.760139,-73.984112,0,1,0.018333333,29.965,54.65,4.816666667
4390,16,2,1,40.760139,-73.984112,0,0,0.018333333,29.965,54.65,4.816666667
11600,20,2,1,40.760139,-73.984112,0,0,0.018333333,29.965,54.65,4.816666667
4773,0,3,1,40.760139,-73.984112,0,0,0,29.95666667,55.31666667,7.7
702,4,3,1,40.760139,-73.984112,0,0,0,29.95666667,55.31666667,7.7
398,8,3,1,40.760139,-73.984112,0,0,0,29.95666667,55.31666667,7.7
3248,12,3,1,40.760139,-73.984112,0,0,0,29.95666667,55.31666667,7.7
4539,16,3,1,40.760139,-73.984112,0,0,0,29.95666667,55.31666667,7.7
11031,20,3,1,40.760139,-73.984112,0,0,0,29.95666667,55.31666667,7.7
5666,0,4,1,40.760139,-73.984112,0,0,0,29.93,60.33333333,5.583333333
852,4,4,1,40.760139,-73.984112,0,0,0,29.93,60.33333333,5.583333333
361,8,4,1,40.760139,-73.984112,0,0,0,29.93,60.33333333,5.583333333
3233,12,4,1,40.760139,-73.984112,0,0,0,29.93,60.33333333,5.583333333
4386,16,4,1,40.760139,-73.984112,0,0,0,29.93,60.33333333,5.583333333
11233,20,4,1,40.760139,-73.984112,0,0,0,29.93,60.33333333,5.583333333
4981,0,5,0,40.760139,-73.984112,0,0,0,29.84166667,61.66666667,4.816666667
1136,4,5,0,40.760139,-73.984112,0,0,0,29.84166667,61.66666667,4.816666667
413,8,5,0,40.760139,-73.984112,0,0,0,29.84166667,61.66666667,4.816666667
1976,12,5,0,40.760139,-73.984112,0,0,0,29.84166667,61.66666667,4.816666667
3161,16,5,0,40.760139,-73.984112,0,0,0,29.84166667,61.66666667,4.816666667
4634,20,5,0,40.760139,-73.984112,0,0,0,29.84166667,61.66666667,4.816666667
3738,0,6,0,40.760139,-73.984112,0,0,0,29.885,62.85,6.15
1032,4,6,0,40.760139,-73.984112,0,0,0,29.885,62.85,6.15
238,8,6,0,40.760139,-73.984112,0,0,0,29.885,62.85,6.15
1446,12,6,0,40.760139,-73.984112,0,0,0,29.885,62.85,6.15
2645,16,6,0,40.760139,-73.984112,0,0,0,29.885,62.85,6.15
3839,20,6,0,40.760139,-73.984112,0,0,0,29.885,62.85,6.15
2592,0,0,1,40.760139,-73.984112,0,0,0,29.945,62.28333333,6.366666667
414,4,0,1,40.760139,-73.984112,0,0,0,29.945,62.28333333,6.366666667
414,8,0,1,40.760139,-73.984112,0,0,0,29.945,62.28333333,6.366666667
2866,12,0,1,40.760139,-73.984112,0,0,0,29.945,62.28333333,6.366666667
3271,16,0,1,40.760139,-73.984112,0,0,0,29.945,62.28333333,6.366666667
7892,20,0,1,40.760139,-73.984112,0,0,0,29.945,62.28333333,6.366666667
4009,0,1,1,40.760139,-73.984112,0,0,0,29.96833333,62.31666667,5.583333333
364,4,1,1,40.760139,-73.984112,0,0,0,29.96833333,62.31666667,5.583333333
3905,8,1,1,40.760139,-73.984112,0,0,0,29.96833333,62.31666667,5.583333333
3135,12,1,1,40.760139,-73.984112,0,0,0,29.96833333,62.31666667,5.583333333
4317,16,1,1,40.760139,-73.984112,0,0,0,29.96833333,62.31666667,5.583333333
11433,20,1,1,40.760139,-73.984112,0,0,0,29.96833333,62.31666667,5.583333333
5211,0,2,1,40.760139,-73.984112,0,0,0,30.06666667,59.65,5
356,4,2,1,40.760139,-73.984112,0,0,0,30.06666667,59.65,5
482,8,2,1,40.760139,-73.984112,0,0,0,30.06666667,59.65,5
2591,12,2,1,40.760139,-73.984112,0,0,0,30.06666667,59.65,5
4895,16,2,1,40.760139,-73.984112,0,0,0,30.06666667,59.65,5
11667,20,2,1,40.760139,-73.984112,0,0,0,30.06666667,59.65,5
4916,0,3,1,40.760139,-73.984112,0,0,0,30.05,60.51666667,5
432,4,3,1,40.760139,-73.984112,0,0,0,30.05,60.51666667,5
326,8,3,1,40.760139,-73.984112,0,0,0,30.05,60.51666667,5
2773,12,3,1,40.760139,-73.984112,0,0,0,30.05,60.51666667,5
4692,16,3,1,40.760139,-73.984112,0,0,0,30.05,60.51666667,5
11658,20,3,1,40.760139,-73.984112,0,0,0,30.05,60.51666667,5
5640,0,4,1,40.760139,-73.984112,0,0,0,29.95166667,57.98333333,2.7
535,4,4,1,40.760139,-73.984112,0,0,0,29.95166667,57.98333333,2.7
464,8,4,1,40.760139,-73.984112,0,0,0,29.95166667,57.98333333,2.7
3055,12,4,1,40.760139,-73.984112,0,0,0,29.95166667,57.98333333,2.7
4819,16,4,1,40.760139,-73.984112,0,0,0,29.95166667,57.98333333,2.7
10940,20,4,1,40.760139,-73.984112,0,0,0,29.95166667,57.98333333,2.7
5324,0,5,0,40.760139,-73.984112,0,0,0,29.84166667,59.96666667,4.616666667
1023,4,5,0,40.760139,-73.984112,0,0,0,29.84166667,59.96666667,4.616666667
271,8,5,0,40.760139,-73.984112,0,0,0,29.84166667,59.96666667,4.616666667
2166,12,5,0,40.760139,-73.984112,0,0,0,29.84166667,59.96666667,4.616666667
3602,16,5,0,40.760139,-73.984112,0,0,0,29.84166667,59.96666667,4.616666667
5675,20,5,0,40.760139,-73.984112,0,0,0,29.84166667,59.96666667,4.616666667
4335,0,6,0,40.760139,-73.984112,0,0,0.021666667,29.65666667,61.51666667,3.65
1119,4,6,0,40.760139,-73.984112,0,1,0.021666667,29.65666667,61.51666667,3.65
225,8,6,0,40.760139,-73.984112,0,1,0.021666667,29.65666667,61.51666667,3.65
1400,12,6,0,40.760139,-73.984112,0,0,0.021666667,29.65666667,61.51666667,3.65
2876,16,6,0,40.760139,-73.984112,0,0,0.021666667,29.65666667,61.51666667,3.65
4771,20,6,0,40.760139,-73.984112,0,0,0.021666667,29.65666667,61.51666667,3.65
2644,0,0,1,40.760139,-73.984112,0,0,0.003333333,29.715,58.28333333,9.233333333
463,4,0,1,40.760139,-73.984112,0,0,0.003333333,29.715,58.28333333,9.233333333
400,8,0,1,40.760139,-73.984112,0,1,0.003333333,29.715,58.28333333,9.233333333
3105,12,0,1,40.760139,-73.984112,0,0,0.003333333,29.715,58.28333333,9.233333333
4095,16,0,1,40.760139,-73.984112,0,0,0.003333333,29.715,58.28333333,9.233333333
11289,20,0,1,40.760139,-73.984112,0,0,0.003333333,29.715,58.28333333,9.233333333
4031,0,1,1,40.760139,-73.984112,0,1,0.105,29.93,55.45,13.26666667
553,4,1,1,40.760139,-73.984112,0,1,0.105,29.93,55.45,13.26666667
433,8,1,1,40.760139,-73.984112,0,1,0.105,29.93,55.45,13.26666667
3070,12,1,1,40.760139,-73.984112,0,0,0.105,29.93,55.45,13.26666667
4367,16,1,1,40.760139,-73.984112,0,0,0.105,29.93,55.45,13.26666667
11355,20,1,1,40.760139,-73.984112,0,0,0.105,29.93,55.45,13.26666667
5289,0,2,1,40.760139,-73.984112,0,1,0.03,29.98,58.71666667,9.416666667
527,4,2,1,40.760139,-73.984112,0,0,0.03,29.98,58.71666667,9.416666667
381,8,2,1,40.760139,-73.984112,0,0,0.03,29.98,58.71666667,9.416666667
2971,12,2,1,40.760139,-73.984112,0,0,0.03,29.98,58.71666667,9.416666667
2744,16,2,1,40.760139,-73.984112,0,1,0.03,29.98,58.71666667,9.416666667
7417,20,2,1,40.760139,-73.984112,0,0,0.03,29.98,58.71666667,9.416666667
9165,0,3,1,40.760139,-73.984112,0,1,0.01,30,64.86666667,4.433333333
3179,4,3,1,40.760139,-73.984112,0,0,0.01,30,64.86666667,4.433333333
522,8,3,1,40.760139,-73.984112,0,0,0.01,30,64.86666667,4.433333333
2969,12,3,1,40.760139,-73.984112,0,0,0.01,30,64.86666667,4.433333333
3642,16,3,1,40.760139,-73.984112,0,0,0.01,30,64.86666667,4.433333333
9752,20,3,1,40.760139,-73.984112,0,0,0.01,30,64.86666667,4.433333333
6328,0,4,1,40.760139,-73.984112,0,0,0.003333333,29.96166667,60.08333333,0
2529,4,4,1,40.760139,-73.984112,0,0,0.003333333,29.96166667,60.08333333,0
347,8,4,1,40.760139,-73.984112,0,0,0.003333333,29.96166667,60.08333333,0
3288,12,4,1,40.760139,-73.984112,0,1,0.003333333,29.96166667,60.08333333,0
4703,16,4,1,40.760139,-73.984112,0,1,0.003333333,29.96166667,60.08333333,0
9985,20,4,1,40.760139,-73.984112,0,0,0.003333333,29.96166667,60.08333333,0
6521,0,5,0,40.760139,-73.984112,0,0,0,29.95666667,63.7,1.55
1291,4,5,0,40.760139,-73.984112,0,0,0,29.95666667,63.7,1.55
294,8,5,0,40.760139,-73.984112,0,0,0,29.95666667,63.7,1.55
2437,12,5,0,40.760139,-73.984112,0,0,0,29.95666667,63.7,1.55
3455,16,5,0,40.760139,-73.984112,0,0,0,29.95666667,63.7,1.55
5246,20,5,0,40.760139,-73.984112,0,0,0,29.95666667,63.7,1.55
4828,0,6,0,40.760139,-73.984112,0,0,0,30.13166667,56.16666667,4.816666667
1363,4,6,0,40.760139,-73.984112,0,0,0,30.13166667,56.16666667,4.816666667
241,8,6,0,40.760139,-73.984112,0,0,0,30.13166667,56.16666667,4.816666667
1640,12,6,0,40.760139,-73.984112,0,0,0,30.13166667,56.16666667,4.816666667
3114,16,6,0,40.760139,-73.984112,0,0,0,30.13166667,56.16666667,4.816666667
4801,20,6,0,40.760139,-73.984112,0,0,0,30.13166667,56.16666667,4.816666667
3375,0,0,1,40.760139,-73.984112,0,0,0,30.00833333,60.16666667,7.316666667
537,4,0,1,40.760139,-73.984112,0,0,0,30.00833333,60.16666667,7.316666667
392,8,0,1,40.760139,-73.984112,0,0,0,30.00833333,60.16666667,7.316666667
3040,12,0,1,40.760139,-73.984112,0,0,0,30.00833333,60.16666667,7.316666667
4201,16,0,1,40.760139,-73.984112,0,0,0,30.00833333,60.16666667,7.316666667
10689,20,0,1,40.760139,-73.984112,0,0,0,30.00833333,60.16666667,7.316666667
3870,0,1,1,40.760139,-73.984112,0,0,0,29.7875,70.75,5.5
561,4,1,1,40.760139,-73.984112,0,0,0,29.7875,70.75,5.5
407,8,1,1,40.760139,-73.984112,0,0,0,29.7875,70.75,5.5
3096,12,1,1,40.760139,-73.984112,0,0,0,29.7875,70.75,5.5
