ENTRIESn_hourly,day_hour,latitude,longitude,fog,rain,meanprecipi,meanpressurei,meantempi,meanwspdi
69,104,40.75753,-73.969102,1,0,0,29.94833333,72.9,4.433333333
660,108,40.75753,-73.969102,1,0,0,29.94833333,72.9,4.433333333
1915,112,40.75753,-73.969102,0,0,0,29.94833333,72.9,4.433333333
2085,116,40.75753,-73.969102,0,0,0,29.94833333,72.9,4.433333333
573,120,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
102,124,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
58,128,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
200,132,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
396,136,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
456,140,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
295,144,40.75753,-73.969102,0,0,0,30.07333333,74.53333333,6.166666667
90,148,40.75753,-73.969102,0,0,0,30.07333333,74.53333333,6.166666667
7,152,40.75753,-73.969102,1,0,0,30.07333333,74.53333333,6.166666667
261,156,40.75753,-73.969102,0,0,0,30.07333333,74.53333333,6.166666667
341,160,40.75753,-73.969102,0,0,0,30.07333333,74.53333333,6.166666667
342,164,40.75753,-73.969102,0,0,0,30.07333333,74.53333333,6.166666667
210,0,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
79,4,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
38,8,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
246,12,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
393,16,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
364,20,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
220,24,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
41,28,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
96,32,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
615,36,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
1093,40,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
3260,44,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
1861,144,40.75753,-73.969102,0,0,0,30.26333333,57.68333333,4.616666667
431,148,40.75753,-73.969102,0,0,0,30.26333333,57.68333333,4.616666667
346,152,40.75753,-73.969102,0,0,0,30.26333333,57.68333333,4.616666667
1253,156,40.75753,-73.969102,0,0,0,30.26333333,57.68333333,4.616666667
1968,160,40.75753,-73.969102,0,0,0,30.26333333,57.68333333,4.616666667
2312,164,40.75753,-73.969102,0,0,0,30.26333333,57.68333333,4.616666667
1315,0,40.75753,-73.969102,0,0,0,30.235,55.35,5.966666667
177,4,40.75753,-73.969102,0,0,0,30.235,55.35,5.966666667
773,8,40.75753,-73.969102,0,0,0,30.235,55.35,5.966666667
3692,12,40.75753,-73.969102,0,0,0,30.235,55.35,5.966666667
5681,16,40.75753,-73.969102,0,0,0,30.235,55.35,5.966666667
17475,20,40.75753,-73.969102,0,0,0,30.235,55.35,5.966666667
3458,24,40.75753,-73.969102,0,0,0,30.06166667,61.81666667,6.15
409,28,40.75753,-73.969102,0,0,0,30.06166667,61.81666667,6.15
863,32,40.75753,-73.969102,0,0,0,30.06166667,61.81666667,6.15
3831,36,40.75753,-73.969102,0,0,0,30.06166667,61.81666667,6.15
6222,40,40.75753,-73.969102,0,0,0,30.06166667,61.81666667,6.15
17871,44,40.75753,-73.969102,0,0,0,30.06166667,61.81666667,6.15
3879,48,40.75753,-73.969102,0,0,0.018333333,29.965,54.65,4.816666667
433,52,40.75753,-73.969102,0,0,0.018333333,29.965,54.65,4.816666667
270,56,40.75753,-73.969102,0,1,0.018333333,29.965,54.65,4.816666667
4865,60,40.75753,-73.969102,0,1,0.018333333,29.965,54.65,4.816666667
6407,64,40.75753,-73.969102,0,0,0.018333333,29.965,54.65,4.816666667
18421,68,40.75753,-73.969102,0,0,0.018333333,29.965,54.65,4.816666667
3870,72,40.75753,-73.969102,0,0,0,29.95666667,55.31666667,7.7
446,76,40.75753,-73.969102,0,0,0,29.95666667,55.31666667,7.7
610,80,40.75753,-73.969102,0,0,0,29.95666667,55.31666667,7.7
4246,84,40.75753,-73.969102,0,0,0,29.95666667,55.31666667,7.7
6638,88,40.75753,-73.969102,0,0,0,29.95666667,55.31666667,7.7
18190,92,40.75753,-73.969102,0,0,0,29.95666667,55.31666667,7.7
4816,96,40.75753,-73.969102,0,0,0,29.93,60.33333333,5.583333333
590,100,40.75753,-73.969102,0,0,0,29.93,60.33333333,5.583333333
719,104,40.75753,-73.969102,0,0,0,29.93,60.33333333,5.583333333
3988,108,40.75753,-73.969102,0,0,0,29.93,60.33333333,5.583333333
6948,112,40.75753,-73.969102,0,0,0,29.93,60.33333333,5.583333333
11085,116,40.75753,-73.969102,0,0,0,29.93,60.33333333,5.583333333
9781,120,40.75753,-73.969102,0,0,0,29.84166667,61.66666667,4.816666667
732,124,40.75753,-73.969102,0,0,0,29.84166667,61.66666667,4.816666667
164,128,40.75753,-73.969102,0,0,0,29.84166667,61.66666667,4.816666667
1727,132,40.75753,-73.969102,0,0,0,29.84166667,61.66666667,4.816666667
2632,136,40.75753,-73.969102,0,0,0,29.84166667,61.66666667,4.816666667
3073,140,40.75753,-73.969102,0,0,0,29.84166667,61.66666667,4.816666667
1759,144,40.75753,-73.969102,0,0,0,29.885,62.85,6.15
586,148,40.75753,-73.969102,0,0,0,29.885,62.85,6.15
112,152,40.75753,-73.969102,0,0,0,29.885,62.85,6.15
1136,156,40.75753,-73.969102,0,0,0,29.885,62.85,6.15
1965,160,40.75753,-73.969102,0,0,0,29.885,62.85,6.15
2002,164,40.75753,-73.969102,0,0,0,29.885,62.85,6.15
1250,0,40.75753,-73.969102,0,0,0,29.945,62.28333333,6.366666667
182,4,40.75753,-73.969102,0,0,0,29.945,62.28333333,6.366666667
690,8,40.75753,-73.969102,0,0,0,29.945,62.28333333,6.366666667
3626,12,40.75753,-73.969102,0,0,0,29.945,62.28333333,6.366666667
5715,16,40.75753,-73.969102,0,0,0,29.945,62.28333333,6.366666667
16863,20,40.75753,-73.969102,0,0,0,29.945,62.28333333,6.366666667
3526,24,40.75753,-73.969102,0,0,0,29.96833333,62.31666667,5.583333333
424,28,40.75753,-73.969102,0,0,0,29.96833333,62.31666667,5.583333333
900,32,40.75753,-73.969102,0,0,0,29.96833333,62.31666667,5.583333333
3814,36,40.75753,-73.969102,0,0,0,29.96833333,62.31666667,5.583333333
6274,40,40.75753,-73.969102,0,0,0,29.96833333,62.31666667,5.583333333
17836,44,40.75753,-73.969102,0,0,0,29.96833333,62.31666667,5.583333333
3823,48,40.75753,-73.969102,0,0,0,30.06666667,59.65,5
499,52,40.75753,-73.969102,0,0,0,30.06666667,59.65,5
222,56,40.75753,-73.969102,0,0,0,30.06666667,59.65,5
4487,60,40.75753,-73.969102,0,0,0,30.06666667,59.65,5
5583,64,40.75753,-73.969102,0,0,0,30.06666667,59.65,5
18590,68,40.75753,-73.969102,0,0,0,30.06666667,59.65,5
4147,72,40.75753,-73.969102,0,0,0,30.05,60.51666667,5
544,76,40.75753,-73.969102,0,0,0,30.05,60.51666667,5
606,80,40.75753,-73.969102,0,0,0,30.05,60.51666667,5
2892,84,40.75753,-73.969102,0,0,0,30.05,60.51666667,5
6445,88,40.75753,-73.969102,0,0,0,30.05,60.51666667,5
16422,92,40.75753,-73.969102,0,0,0,30.05,60.51666667,5
5053,96,40.75753,-73.969102,0,0,0,29.95166667,57.98333333,2.7
3536,100,40.75753,-73.969102,0,0,0,29.95166667,57.98333333,2.7
719,104,40.75753,-73.969102,0,0,0,29.95166667,57.98333333,2.7
3615,108,40.75753,-73.969102,0,0,0,29.95166667,57.98333333,2.7
7168,112,40.75753,-73.969102,0,0,0,29.95166667,57.98333333,2.7
17084,116,40.75753,-73.969102,0,0,0,29.95166667,57.98333333,2.7
3945,120,40.75753,-73.969102,0,0,0,29.84166667,59.96666667,4.616666667
794,124,40.75753,-73.969102,0,0,0,29.84166667,59.96666667,4.616666667
182,128,40.75753,-73.969102,0,0,0,29.84166667,59.96666667,4.616666667
1579,132,40.75753,-73.969102,0,0,0,29.84166667,59.96666667,4.616666667
2715,136,40.75753,-73.969102,0,0,0,29.84166667,59.96666667,4.616666667
3290,140,40.75753,-73.969102,0,0,0,29.84166667,59.96666667,4.616666667
1991,144,40.75753,-73.969102,0,0,0.021666667,29.65666667,61.51666667,3.65
600,148,40.75753,-73.969102,0,1,0.021666667,29.65666667,61.51666667,3.65
169,152,40.75753,-73.969102,0,1,0.021666667,29.65666667,61.51666667,3.65
1177,156,40.75753,-73.969102,0,0,0.021666667,29.65666667,61.51666667,3.65
2090,160,40.75753,-73.969102,0,0,0.021666667,29.65666667,61.51666667,3.65
2497,164,40.75753,-73.969102,0,0,0.021666667,29.65666667,61.51666667,3.65
1351,0,40.75753,-73.969102,0,0,0.003333333,29.715,58.28333333,9.233333333
194,4,40.75753,-73.969102,0,0,0.003333333,29.715,58.28333333,9.233333333
736,8,40.75753,-73.969102,0,1,0.003333333,29.715,58.28333333,9.233333333
4085,12,40.75753,-73.969102,0,0,0.003333333,29.715,58.28333333,9.233333333
5888,16,40.75753,-73.969102,0,0,0.003333333,29.715,58.28333333,9.233333333
18079,20,40.75753,-73.969102,0,0,0.003333333,29.715,58.28333333,9.233333333
3741,24,40.75753,-73.969102,0,1,0.105,29.93,55.45,13.26666667
508,28,40.75753,-73.969102,0,1,0.105,29.93,55.45,13.26666667
923,32,40.75753,-73.969102,0,1,0.105,29.93,55.45,13.26666667
3991,36,40.75753,-73.969102,0,0,0.105,29.93,55.45,13.26666667
6442,40,40.75753,-73.969102,0,0,0.105,29.93,55.45,13.26666667
18092,44,40.75753,-73.969102,0,0,0.105,29.93,55.45,13.26666667
4075,48,40.75753,-73.969102,0,1,0.03,29.98,58.71666667,9.416666667
512,52,40.75753,-73.969102,0,0,0.03,29.98,58.71666667,9.416666667
524,56,40.75753,-73.969102,0,0,0.03,29.98,58.71666667,9.416666667
3439,60,40.75753,-73.969102,0,0,0.03,29.98,58.71666667,9.416666667
3250,64,40.75753,-73.969102,0,1,0.03,29.98,58.71666667,9.416666667
11908,68,40.75753,-73.969102,0,0,0.03,29.98,58.71666667,9.416666667
12956,72,40.75753,-73.969102,0,1,0.01,30,64.86666667,4.433333333
3381,76,40.75753,-73.969102,0,0,0.01,30,64.86666667,4.433333333
874,80,40.75753,-73.969102,0,0,0.01,30,64.86666667,4.433333333
3908,84,40.75753,-73.969102,0,0,0.01,30,64.86666667,4.433333333
6552,88,40.75753,-73.969102,0,0,0.01,30,64.86666667,4.433333333
17398,92,40.75753,-73.969102,0,0,0.01,30,64.86666667,4.433333333
5555,96,40.75753,-73.969102,0,0,0.003333333,29.96166667,60.08333333,0
786,100,40.75753,-73.969102,0,0,0.003333333,29.96166667,60.08333333,0
149,104,40.75753,-73.969102,0,0,0.003333333,29.96166667,60.08333333,0
4028,108,40.75753,-73.969102,0,1,0.003333333,29.96166667,60.08333333,0
8010,112,40.75753,-73.969102,0,1,0.003333333,29.96166667,60.08333333,0
17284,116,40.75753,-73.969102,0,0,0.003333333,29.96166667,60.08333333,0
4001,120,40.75753,-73.969102,0,0,0,29.95666667,63.7,1.55
889,124,40.75753,-73.969102,0,0,0,29.95666667,63.7,1.55
314,128,40.75753,-73.969102,0,0,0,29.95666667,63.7,1.55
1574,132,40.75753,-73.969102,0,0,0,29.95666667,63.7,1.55
2833,136,40.75753,-73.969102,0,0,0,29.95666667,63.7,1.55
3349,140,40.75753,-73.969102,0,0,0,29.95666667,63.7,1.55
2051,144,40.75753,-73.969102,0,0,0,30.13166667,56.16666667,4.816666667
663,148,40.75753,-73.969102,0,0,0,30.13166667,56.16666667,4.816666667
152,152,40.75753,-73.969102,0,0,0,30.13166667,56.16666667,4.816666667
1127,156,40.75753,-73.969102,0,0,0,30.13166667,56.16666667,4.816666667
2050,160,40.75753,-73.969102,0,0,0,30.13166667,56.16666667,4.816666667
2398,164,40.75753,-73.969102,0,0,0,30.13166667,56.16666667,4.816666667
1380,0,40.75753,-73.969102,0,0,0,30.00833333,60.16666667,7.316666667
173,4,40.75753,-73.969102,0,0,0,30.00833333,60.16666667,7.316666667
808,8,40.75753,-73.969102,0,0,0,30.00833333,60.16666667,7.316666667
3792,12,40.75753,-73.969102,0,0,0,30.00833333,60.16666667,7.316666667
5954,16,40.75753,-73.969102,0,0,0,30.00833333,60.16666667,7.316666667
17742,20,40.75753,-73.969102,0,0,0,30.00833333,60.16666667,7.316666667
3627,24,40.75753,-73.969102,0,0,0,29.78333333,73.35,5.2
426,28,40.75753,-73.969102,0,0,0,29.78333333,73.35,5.2
781,32,40.75753,-73.969102,0,0,0,29.78333333,73.35,5.2
4014,36,40.75753,-73.969102,0,0,0,29.78333333,73.35,5.2
6386,40,40.75753,-73.969102,0,0,0,29.78333333,73.35,5.2
18260,44,40.75753,-73.969102,0,0,0,29.78333333,73.35,5.2
3975,48,40.75753,-73.969102,0,0,0,29.89833333,73.15,5.2
421,52,40.75753,-73.969102,0,0,0,29.89833333,73.15,5.2
447,56,40.75753,-73.969102,0,0,0,29.89833333,73.15,5.2
4271,60,40.75753,-73.969102,0,0,0,29.89833333,73.15,5.2
6521,64,40.75753,-73.969102,0,0,0,29.89833333,73.15,5.2
18135,68,40.75753,-73.969102,0,0,0,29.89833333,73.15,5.2
4174,72,40.75753,-73.969102,0,0,0,29.91333333,69.25,7.5
500,76,40.75753,-73.969102,0,0,0,29.91333333,69.25,7.5
369,80,40.75753,-73.969102,1,0,0,29.91333333,69.25,7.5
4377,84,40.75753,-73.969102,1,0,0,29.91333333,69.25,7.5
6766,88,40.75753,-73.969102,1,0,0,29.91333333,69.25,7.5
18029,92,40.75753,-73.969102,1,0,0,29.91333333,69.25,7.5
4329,96,40.75753,-73.969102,0,0,0,29.94833333,72.9,4.433333333
565,100,40.75753,-73.969102,0,0,0,29.94833333,72.9,4.433333333
637,104,40.75753,-73.969102,1,0,0,29.94833333,72.9,4.433333333
3678,108,40.75753,-73.969102,1,0,0,29.94833333,72.9,4.433333333
10512,112,40.75753,-73.969102,0,0,0,29.94833333,72.9,4.433333333
11993,116,40.75753,-73.969102,0,0,0,29.94833333,72.9,4.433333333
3292,120,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
664,124,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
287,128,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
1348,132,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
2503,136,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
2925,140,40.75753,-73.969102,0,0,0,30.01666667,74.03333333,3.066666667
1613,144,40.75753,-73.969102,0,0,0,30.07333333,74.53333333,6.166666667
493,148,40.75753,-73.969102,0,0,0,30.07333333,74.53333333,6.166666667
143,152,40.75753,-73.969102,1,0,0,30.07333333,74.53333333,6.166666667
1203,156,40.75753,-73.969102,0,0,0,30.07333333,74.53333333,6.166666667
1682,160,40.75753,-73.969102,0,0,0,30.07333333,74.53333333,6.166666667
1950,164,40.75753,-73.969102,0,0,0,30.07333333,74.53333333,6.166666667
1384,0,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
254,4,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
171,8,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
1099,12,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
2080,16,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
2101,20,40.75753,-73.969102,0,0,0,30.07,78.35,4.616666667
1337,24,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
218,28,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
713,32,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
3756,36,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
5958,40,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
17933,44,40.75753,-73.969102,0,0,0,30.16166667,78.31666667,6.55
5036,144,40.746655,-73.891361,0,0,0,30.265,55.81666667,8.083333333
1262,148,40.746655,-73.891361,0,0,0,30.265,55.81666667,8.083333333
1655,152,40.746655,-73.891361,0,0,0,30.265,55.81666667,8.083333333
9285,156,40.746655,-73.891361,0,0,0,30.265,55.81666667,8.083333333
9529,160,40.746655,-73.891361,0,0,0,30.265,55.81666667,8.083333333
7188,164,40.746655,-73.891361,0,0,0,30.265,55.81666667,8.083333333
4084,0,40.746655,-73.891361,0,0,0,30.23833333,54.16666667,8.25
770,4,40.746655,-73.891361,0,0,0,30.23833333,54.16666667,8.25
7916,8,40.746655,-73.891361,0,0,0,30.23833333,54.16666667,8.25
18461,12,40.746655,-73.891361,0,0,0,30.23833333,54.16666667,8.25
10000,16,40.746655,-73.891361,0,0,0,30.23833333,54.16666667,8.25
9837,20,40.746655,-73.891361,0,0,0,30.23833333,54.16666667,8.25
4212,24,40.746655,-73.891361,0,0,0,30.06,58.28333333,8.066666667
697,28,40.746655,-73.891361,0,0,0,30.06,58.28333333,8.066666667
1614,32,40.746655,-73.891361,0,0,0,30.06,58.28333333,8.066666667
24681,36,40.746655,-73.891361,0,0,0,30.06,58.28333333,8.066666667
9981,40,40.746655,-73.891361,0,0,0,30.06,58.28333333,8.066666667
10973,44,40.746655,-73.891361,0,0,0,30.06,58.28333333,8.066666667
4300,48,40.746655,-73.891361,0,0,0.01,29.95333333,53.93333333,11.7
591,52,40.746655,-73.891361,0,0,0.01,29.95333333,53.93333333,11.7
7230,56,40.746655,-73.891361,0,1,0.01,29.95333333,53.93333333,11.7
18585,60,40.746655,-73.891361,0,1,0.01,29.95333333,53.93333333,11.7
8205,64,40.746655,-73.891361,0,0,0.01,29.95333333,53.93333333,11.7
8601,68,40.746655,-73.891361,0,0,0.01,29.95333333,53.93333333,11.7
6355,72,40.746655,-73.891361,0,0,0,29.95166667,55.1,15.18333333
969,76,40.746655,-73.891361,0,0,0,29.95166667,55.1,15.18333333
10559,80,40.746655,-73.891361,0,0,0,29.95166667,55.1,15.18333333
17700,84,40.746655,-73.891361,0,0,0,29.95166667,55.1,15.18333333
9982,88,40.746655,-73.891361,0,0,0,29.95166667,55.1,15.18333333
9887,92,40.746655,-73.891361,0,0,0,29.95166667,55.1,15.18333333
4379,96,40.746655,-73.891361,0,0,0,29.93,60.5,10
982,100,40.746655,-73.891361,0,0,0,29.93,60.5,10
1197,104,40.746655,-73.891361,0,0,0,29.93,60.5,10
19038,108,40.746655,-73.891361,0,0,0,29.93,60.5,10
14329,112,40.746655,-73.891361,0,0,0,29.93,60.5,10
12826,116,40.746655,-73.891361,0,0,0,29.93,60.5,10
5307,120,40.746655,-73.891361,0,0,0,29.834,61.76,8.76
1147,124,40.746655,-73.891361,0,0,0,29.834,61.76,8.76
14536,132,40.746655,-73.891361,0,0,0,29.834,61.76,8.76
9599,136,40.746655,-73.891361,0,0,0,29.834,61.76,8.76
8696,140,40.746655,-73.891361,0,0,0,29.834,61.76,8.76
5916,144,40.746655,-73.891361,0,0,0,29.88,62.21666667,5.766666667
1400,148,40.746655,-73.891361,0,0,0,29.88,62.21666667,5.766666667
2242,152,40.746655,-73.891361,0,0,0,29.88,62.21666667,5.766666667
7909,156,40.746655,-73.891361,0,0,0,29.88,62.21666667,5.766666667
6011,160,40.746655,-73.891361,0,0,0,29.88,62.21666667,5.766666667
6420,164,40.746655,-73.891361,0,0,0,29.88,62.21666667,5.766666667
5649,0,40.746655,-73.891361,0,0,0,29.94166667,60.95,12.86666667
2729,4,40.746655,-73.891361,0,0,0,29.94166667,60.95,12.86666667
5802,8,40.746655,-73.891361,0,0,0,29.94166667,60.95,12.86666667
20635,12,40.746655,-73.891361,0,0,0,29.94166667,60.95,12.86666667
10119,16,40.746655,-73.891361,0,0,0,29.94166667,60.95,12.86666667
9170,20,40.746655,-73.891361,0,0,0,29.94166667,60.95,12.86666667
5455,24,40.746655,-73.891361,0,0,0,29.96333333,61.15,10.18333333
693,28,40.746655,-73.891361,0,0,0,29.96333333,61.15,10.18333333
2294,32,40.746655,-73.891361,0,0,0,29.96333333,61.15,10.18333333
24628,36,40.746655,-73.891361,0,0,0,29.96333333,61.15,10.18333333
10462,40,40.746655,-73.891361,0,0,0,29.96333333,61.15,10.18333333
10020,44,40.746655,-73.891361,0,0,0,29.96333333,61.15,10.18333333
4567,48,40.746655,-73.891361,0,0,0,30.05833333,59.65,8.65
720,52,40.746655,-73.891361,0,0,0,30.05833333,59.65,8.65
5046,56,40.746655,-73.891361,0,0,0,30.05833333,59.65,8.65
22107,60,40.746655,-73.891361,0,0,0,30.05833333,59.65,8.65
6260,64,40.746655,-73.891361,0,0,0,30.05833333,59.65,8.65
8596,68,40.746655,-73.891361,0,0,0,30.05833333,59.65,8.65
4591,72,40.746655,-73.891361,0,0,0,30.04666667,59.38333333,6.933333333
1270,76,40.746655,-73.891361,0,0,0,30.04666667,59.38333333,6.933333333
1209,80,40.746655,-73.891361,0,0,0,30.04666667,59.38333333,6.933333333
20150,84,40.746655,-73.891361,0,0,0,30.04666667,59.38333333,6.933333333
18682,88,40.746655,-73.891361,0,0,0,30.04666667,59.38333333,6.933333333
9640,92,40.746655,-73.891361,0,0,0,30.04666667,59.38333333,6.933333333
5941,96,40.746655,-73.891361,0,0,0,29.94833333,57.98333333,4.816666667
745,100,40.746655,-73.891361,0,0,0,29.94833333,57.98333333,4.816666667
1057,104,40.746655,-73.891361,0,0,0,29.94833333,57.98333333,4.816666667
25332,108,40.746655,-73.891361,0,0,0,29.94833333,57.98333333,4.816666667
5993,112,40.746655,-73.891361,0,0,0,29.94833333,57.98333333,4.816666667
8827,116,40.746655,-73.891361,0,0,0,29.94833333,57.98333333,4.816666667
10612,120,40.746655,-73.891361,0,0,0,29.835,59.26666667,10.96666667
1079,124,40.746655,-73.891361,0,0,0,29.835,59.26666667,10.96666667
426,128,40.746655,-73.891361,0,0,0,29.835,59.26666667,10.96666667
14139,132,40.746655,-73.891361,0,0,0,29.835,59.26666667,10.96666667
10354,136,40.746655,-73.891361,0,0,0,29.835,59.26666667,10.96666667
8739,140,40.746655,-73.891361,0,1,0,29.835,59.26666667,10.96666667
4747,144,40.746655,-73.891361,0,0,0.013333333,29.635,61.7,7.683333333
1147,148,40.746655,-73.891361,0,1,0.013333333,29.635,61.7,7.683333333
1409,152,40.746655,-73.891361,0,1,0.013333333,29.635,61.7,7.683333333
8624,156,40.746655,-73.891361,0,1,0.013333333,29.635,61.7,7.683333333
8405,160,40.746655,-73.891361,0,0,0.013333333,29.635,61.7,7.683333333
7188,164,40.746655,-73.891361,0,0,0.013333333,29.635,61.7,7.683333333
4004,0,40.746655,-73.891361,0,0,0.001666667,29.69166667,56.63333333,13.63333333
823,4,40.746655,-73.891361,0,0,0.001666667,29.69166667,56.63333333,13.63333333
6063,8,40.746655,-73.891361,0,1,0.001666667,29.69166667,56.63333333,13.63333333
20226,12,40.746655,-73.891361,0,1,0.001666667,29.69166667,56.63333333,13.63333333
7554,16,40.746655,-73.891361,0,1,0.001666667,29.69166667,56.63333333,13.63333333
10243,20,40.746655,-73.891361,0,1,0.001666667,29.69166667,56.63333333,13.63333333
4070,24,40.746655,-73.891361,0,0,0.003333333,29.91166667,54.81666667,15.55
1687,28,40.746655,-73.891361,0,1,0.003333333,29.91166667,54.81666667,15.55
6359,32,40.746655,-73.891361,0,1,0.003333333,29.91166667,54.81666667,15.55
20398,36,40.746655,-73.891361,0,1,0.003333333,29.91166667,54.81666667,15.55
9384,40,40.746655,-73.891361,0,0,0.003333333,29.91166667,54.81666667,15.55
9577,44,40.746655,-73.891361,0,0,0.003333333,29.91166667,54.81666667,15.55
4491,48,40.746655,-73.891361,0,1,0.016666667,29.96166667,56.85,14.58333333
729,52,40.746655,-73.891361,0,1,0.016666667,29.96166667,56.85,14.58333333
3967,56,40.746655,-73.891361,0,0,0.016666667,29.96166667,56.85,14.58333333
22849,60,40.746655,-73.891361,0,0,0.016666667,29.96166667,56.85,14.58333333
9686,64,40.746655,-73.891361,0,1,0.016666667,29.96166667,56.85,14.58333333
8791,68,40.746655,-73.891361,0,0,0.016666667,29.96166667,56.85,14.58333333
4038,72,40.746655,-73.891361,0,0,0,29.97833333,62.36666667,9.416666667
677,76,40.746655,-73.891361,0,0,0,29.97833333,62.36666667,9.416666667
1133,80,40.746655,-73.891361,0,0,0,29.97833333,62.36666667,9.416666667
25163,84,40.746655,-73.891361,0,0,0,29.97833333,62.36666667,9.416666667
9767,88,40.746655,-73.891361,0,0,0,29.97833333,62.36666667,9.416666667
10649,92,40.746655,-73.891361,0,0,0,29.97833333,62.36666667,9.416666667
4568,96,40.746655,-73.891361,0,0,0.003333333,29.94333333,61.05,4.983333333
856,100,40.746655,-73.891361,0,0,0.003333333,29.94333333,61.05,4.983333333
787,104,40.746655,-73.891361,1,0,0.003333333,29.94333333,61.05,4.983333333
25613,108,40.746655,-73.891361,0,1,0.003333333,29.94333333,61.05,4.983333333
9626,112,40.746655,-73.891361,0,1,0.003333333,29.94333333,61.05,4.983333333
10176,116,40.746655,-73.891361,0,0,0.003333333,29.94333333,61.05,4.983333333
5066,120,40.746655,-73.891361,0,0,0,29.94333333,63.83333333,4.433333333
1013,124,40.746655,-73.891361,0,0,0,29.94333333,63.83333333,4.433333333
860,128,40.746655,-73.891361,0,0,0,29.94333333,63.83333333,4.433333333
13896,132,40.746655,-73.891361,0,0,0,29.94333333,63.83333333,4.433333333
11054,136,40.746655,-73.891361,0,0,0,29.94333333,63.83333333,4.433333333
9027,140,40.746655,-73.891361,1,0,0,29.94333333,63.83333333,4.433333333
3754,144,40.746655,-73.891361,0,0,0,30.12666667,55.95,7.3
915,148,40.746655,-73.891361,0,0,0,30.12666667,55.95,7.3
1020,152,40.746655,-73.891361,0,1,0,30.12666667,55.95,7.3
6801,156,40.746655,-73.891361,0,1,0,30.12666667,55.95,7.3
6805,160,40.746655,-73.891361,0,0,0,30.12666667,55.95,7.3
7011,164,40.746655,-73.891361,0,0,0,30.12666667,55.95,7.3
9073,0,40.746655,-73.891361,0,0,0,30.01666667,59.55,8.85
2155,4,40.746655,-73.891361,0,0,0,30.01666667,59.55,8.85
2990,8,40.746655,-73.891361,0,0,0,30.01666667,59.55,8.85
19743,12,40.746655,-73.891361,0,0,0,30.01666667,59.55,8.85
12639,16,40.746655,-73.891361,0,0,0,30.01666667,59.55,8.85
9591,20,40.746655,-73.891361,0,0,0,30.01666667,59.55,8.85
2301,24,40.746655,-73.891361,0,0,0,29.77333333,73.56666667,9.416666667
2406,28,40.746655,-73.891361,0,0,0,29.77333333,73.56666667,9.416666667
2637,32,40.746655,-73.891361,1,0,0,29.77333333,73.56666667,9.416666667
24753,36,40.746655,-73.891361,0,0,0,29.77333333,73.56666667,9.416666667
11032,40,40.746655,-73.891361,0,0,0,29.77333333,73.56666667,9.416666667
8363,44,40.746655,-73.891361,0,0,0,29.77333333,73.56666667,9.416666667
4313,48,40.746655,-73.891361,0,0,0,29.89166667,73.01666667,7.116666667
2006,52,40.746655,-73.891361,0,0,0,29.89166667,73.01666667,7.116666667
5538,56,40.746655,-73.891361,0,0,0,29.89166667,73.01666667,7.116666667
24121,60,40.746655,-73.891361,0,0,0,29.89166667,73.01666667,7.116666667
9984,64,40.746655,-73.891361,0,0,0,29.89166667,73.01666667,7.116666667
9941,68,40.746655,-73.891361,0,0,0,29.89166667,73.01666667,7.116666667
4781,72,40.746655,-73.891361,0,0,0,29.91166667,67.46666667,9.6
770,76,40.746655,-73.891361,0,0,0,29.91166667,67.46666667,9.6
