ENTRIESn_hourly,day_hour,weekday,latitude,longitude,fog,rain,precipi,pressurei,tempi,wspdi
5099,56,1,40.757303,-73.989787,0,0,0,30.09,57.9,10.4
22995,60,1,40.757303,-73.989787,0,0,0,30.08,63,6.9
6250,64,1,40.757303,-73.989787,0,0,0,30.05,70,8.1
10888,68,1,40.757303,-73.989787,0,0,0,30.08,61,4.6
4357,72,1,40.757303,-73.989787,0,0,0,30.08,57,0
465,76,1,40.757303,-73.989787,0,0,0,30.09,57.9,0
5949,80,1,40.757303,-73.989787,0,0,0,30.08,60.1,8.1
21826,84,1,40.757303,-73.989787,0,0,0,30.02,71.1,3.5
6695,88,1,40.757303,-73.989787,0,0,0,29.99,63,9.2
11717,92,1,40.757303,-73.989787,0,0,0,30.04,54,9.2
5401,96,1,40.757303,-73.989787,0,0,0,30.03,52,0
534,100,1,40.757303,-73.989787,0,0,0,29.99,54,3.5
4893,104,1,40.757303,-73.989787,0,0,0,29.98,57.9,0
23106,108,1,40.757303,-73.989787,0,0,0,29.96,62.1,4.6
6322,112,1,40.757303,-73.989787,0,0,0,29.87,64,4.6
10090,116,1,40.757303,-73.989787,0,0,0,29.88,57.9,3.5
8771,120,0,40.757303,-73.989787,0,0,0,29.87,57.9,0
747,124,0,40.757303,-73.989787,0,0,0,29.85,57.9,3.5
7425,132,0,40.757303,-73.989787,0,0,0,29.85,62.1,5.8
7278,136,0,40.757303,-73.989787,0,0,0,29.79,62.1,9.2
7912,140,0,40.757303,-73.989787,0,0,0,29.8,59,4.6
5047,144,0,40.757303,-73.989787,0,0,0,29.74,59,6.9
767,148,0,40.757303,-73.989787,0,1,0.07,29.73,59,5.8
520,152,0,40.757303,-73.989787,0,1,0.06,29.66,59,0
4497,156,0,40.757303,-73.989787,0,0,0,29.63,62.6,0
4471,160,0,40.757303,-73.989787,0,0,0,29.56,66.9,4.6
5633,164,0,40.757303,-73.989787,0,0,0,29.62,62.6,4.6
4764,0,1,40.757303,-73.989787,0,0,0,29.64,60.8,5.8
438,4,1,40.757303,-73.989787,0,0,0,29.62,62.6,6.9
11442,8,1,40.757303,-73.989787,0,1,0.02,29.7,55.4,10.4
21727,12,1,40.757303,-73.989787,0,0,0,29.75,61,12.7
6802,16,1,40.757303,-73.989787,0,0,0,29.76,55.9,6.9
11679,20,1,40.757303,-73.989787,0,0,0,29.82,54,12.7
4510,24,1,40.757303,-73.989787,0,1,0.21,29.93,53.6,17.3
390,28,1,40.757303,-73.989787,0,1,0.21,29.93,53.6,17.3
5015,32,1,40.757303,-73.989787,0,1,0.21,29.93,53.6,17.3
32202,36,1,40.757303,-73.989787,0,0,0,29.91,55.9,10.4
7285,40,1,40.757303,-73.989787,0,0,0,29.93,59,8.1
11698,44,1,40.757303,-73.989787,0,0,0,29.95,57,9.2
4661,48,1,40.757303,-73.989787,0,1,0.02,29.97,53.6,17.3
418,52,1,40.757303,-73.989787,0,0,0.01,29.94,55.9,9.2
11942,56,1,40.757303,-73.989787,0,0,0,30.01,57.2,5.8
16592,60,1,40.757303,-73.989787,0,0,0,29.99,64,9.2
6746,64,1,40.757303,-73.989787,0,1,0.15,29.99,60.8,8.1
11981,68,1,40.757303,-73.989787,0,0,0,29.98,60.8,6.9
5105,72,1,40.757303,-73.989787,0,1,0.06,29.98,59,6.9
468,76,1,40.757303,-73.989787,0,0,0,30,60.8,0
5108,80,1,40.757303,-73.989787,0,0,0,30.04,62.6,4.6
20116,84,1,40.757303,-73.989787,0,0,0,30.01,73,3.5
3851,88,1,40.757303,-73.989787,0,0,0,30,69.8,5.8
14629,92,1,40.757303,-73.989787,0,0,0,29.97,64,5.8
7237,96,1,40.757303,-73.989787,0,0,0,29.96,60.1,0
2748,100,1,40.757303,-73.989787,0,0,0,29.97,57.2,0
7480,104,1,40.757303,-73.989787,0,0,0,29.99,60.8,0
20463,108,1,40.757303,-73.989787,0,1,0.01,29.97,60.8,0
7536,112,1,40.757303,-73.989787,0,1,0.01,29.95,62.6,0
11691,116,1,40.757303,-73.989787,0,0,0,29.93,59,0
5825,120,0,40.757303,-73.989787,0,0,0,29.94,57.9,0
538,124,0,40.757303,-73.989787,0,0,0,29.95,55.4,0
1638,128,0,40.757303,-73.989787,0,0,0,29.96,62.1,0
5705,132,0,40.757303,-73.989787,0,0,0,29.96,73,5.8
5649,136,0,40.757303,-73.989787,0,0,0,29.93,73,3.5
6422,140,0,40.757303,-73.989787,0,0,0,30,60.8,0
4329,144,0,40.757303,-73.989787,0,0,0,30.06,57.2,0
804,148,0,40.757303,-73.989787,0,0,0,30.08,57.9,5.8
513,152,0,40.757303,-73.989787,0,0,0,30.17,57,4.6
4692,156,0,40.757303,-73.989787,0,0,0,30.17,55.9,8.1
4900,160,0,40.757303,-73.989787,0,0,0,30.17,55,5.8
5522,164,0,40.757303,-73.989787,0,0,0,30.14,54,4.6
4337,0,1,40.757303,-73.989787,0,0,0,30.14,55,5.8
431,4,1,40.757303,-73.989787,0,0,0,30.11,57,5.8
5593,8,1,40.757303,-73.989787,0,0,0,30.06,60.1,6.9
26036,12,1,40.757303,-73.989787,0,0,0,30.02,61,8.1
6821,16,1,40.757303,-73.989787,0,0,0,29.89,64.9,8.1
11629,20,1,40.757303,-73.989787,0,0,0,29.83,63,9.2
4555,24,1,40.757303,-73.989787,0,0,0,29.81,66.2,4.6
410,28,1,40.757303,-73.989787,0,0,0,29.78,68,3.5
12093,32,1,40.757303,-73.989787,0,0,0,29.8,69.8,5.8
18636,36,1,40.757303,-73.989787,0,0,0,29.76,79,8.1
6540,40,1,40.757303,-73.989787,0,0,0,29.76,80.1,9.2
11243,44,1,40.757303,-73.989787,0,0,0,29.79,77,0
4341,48,1,40.757303,-73.989787,0,0,0,29.84,72,3.5
440,52,1,40.757303,-73.989787,0,0,0,29.86,66.9,5.8
69,56,1,40.757303,-73.989787,0,0,0,29.93,70,3.5
688,60,1,40.757303,-73.989787,0,0,0,29.93,81,4.6
30913,64,1,40.757303,-73.989787,0,0,0,29.91,79,9.2
12880,68,1,40.757303,-73.989787,0,0,0,29.92,70,4.6
8245,72,1,40.757303,-73.989787,0,0,0,29.94,66.9,4.6
398,76,1,40.757303,-73.989787,0,0,0,29.93,64.9,4.6
1071,80,1,40.757303,-73.989787,1,0,0,29.95,69.1,6.9
27651,84,1,40.757303,-73.989787,1,0,0,29.91,73.9,10.4
6883,88,1,40.757303,-73.989787,1,0,0,29.89,71.6,10.4
11063,92,1,40.757303,-73.989787,1,0,0,29.86,69.1,8.1
5199,96,1,40.757303,-73.989787,0,0,0,29.92,66.9,0
506,100,1,40.757303,-73.989787,0,0,0,29.95,64.4,0
3995,104,1,40.757303,-73.989787,1,0,0,29.99,71.1,5.8
21386,108,1,40.757303,-73.989787,1,0,0,29.96,82,8.1
8341,112,1,40.757303,-73.989787,0,0,0,29.91,81,6.9
10731,116,1,40.757303,-73.989787,0,0,0,29.96,72,5.8
5708,120,0,40.757303,-73.989787,0,0,0,29.98,71.1,0
547,124,0,40.757303,-73.989787,0,0,0,29.98,69.1,0
1141,128,0,40.757303,-73.989787,0,0,0,30.04,73,0
5621,132,0,40.757303,-73.989787,0,0,0,30.02,82,4.6
5802,136,0,40.757303,-73.989787,0,0,0,30.03,77,6.9
6172,140,0,40.757303,-73.989787,0,0,0,30.05,72,6.9
4922,144,0,40.757303,-73.989787,0,0,0,30.06,71.1,9.2
712,148,0,40.757303,-73.989787,0,0,0,30.07,68,3.5
533,152,0,40.757303,-73.989787,1,0,0,30.12,72,5.8
4832,156,0,40.757303,-73.989787,0,0,0,30.09,80.1,8.1
5038,160,0,40.757303,-73.989787,0,0,0,30.04,80.1,5.8
5306,164,0,40.757303,-73.989787,0,0,0,30.06,75.9,4.6
4071,0,1,40.757303,-73.989787,0,0,0,30.07,75,6.9
756,4,1,40.757303,-73.989787,0,0,0,30.03,73,6.9
866,8,1,40.757303,-73.989787,0,0,0,30.08,71.1,6.9
4200,12,1,40.757303,-73.989787,0,0,0,30.09,81,0
4465,16,1,40.757303,-73.989787,0,0,0,30.06,86,3.5
4800,20,1,40.757303,-73.989787,0,0,0,30.09,84,3.5
6614,24,1,40.757303,-73.989787,0,0,0,30.12,79,4.6
2175,28,1,40.757303,-73.989787,0,0,0,30.14,73.9,3.5
12262,32,1,40.757303,-73.989787,0,0,0,30.19,78.1,8.1
18688,36,1,40.757303,-73.989787,0,0,0,30.19,84.9,10.4
6835,40,1,40.757303,-73.989787,0,0,0,30.16,81,8.1
11537,44,1,40.757303,-73.989787,0,0,0,30.17,73,4.6
7063,144,0,40.752247,-73.993456,0,0,0,30.23,55,4.6
1808,148,0,40.752247,-73.993456,0,0,0,30.25,52,0
677,152,0,40.752247,-73.993456,0,0,0,30.29,57.9,8.1
4554,156,0,40.752247,-73.993456,0,0,0,30.28,69.1,0
8037,160,0,40.752247,-73.993456,0,0,0,30.25,60.1,8.1
10107,164,0,40.752247,-73.993456,0,0,0,30.28,52,6.9
5207,0,1,40.752247,-73.993456,0,0,0,30.31,51.1,4.6
920,4,1,40.752247,-73.993456,0,0,0,30.26,52,8.1
7565,8,1,40.752247,-73.993456,0,0,0,30.3,53.1,6.9
20744,12,1,40.752247,-73.993456,0,0,0,30.24,57,8.1
8519,16,1,40.752247,-73.993456,0,0,0,30.15,61,3.5
16888,20,1,40.752247,-73.993456,0,0,0,30.15,57.9,4.6
5532,24,1,40.752247,-73.993456,0,0,0,30.14,55.9,3.5
674,28,1,40.752247,-73.993456,0,0,0,30.12,55,6.9
6974,32,1,40.752247,-73.993456,0,0,0,30.12,59,4.6
20673,36,1,40.752247,-73.993456,0,0,0,30.07,71.1,8.1
7661,40,1,40.752247,-73.993456,0,0,0,29.97,66.9,4.6
15820,44,1,40.752247,-73.993456,0,0,0,29.95,63,9.2
7476,48,1,40.752247,-73.993456,0,0,0,29.94,64,0
762,52,1,40.752247,-73.993456,0,0,0,29.91,62.1,0
6578,56,1,40.752247,-73.993456,0,1,0.08,29.98,53.6,5.8
23453,60,1,40.752247,-73.993456,0,1,0.03,29.96,50,4.6
9857,64,1,40.752247,-73.993456,0,0,0,29.98,48.2,5.8
17895,68,1,40.752247,-73.993456,0,0,0,30.02,50,12.7
6133,72,1,40.752247,-73.993456,0,0,0,30.01,48.9,5.8
754,76,1,40.752247,-73.993456,0,0,0,29.99,46.9,4.6
6990,80,1,40.752247,-73.993456,0,0,0,29.98,52,8.1
21425,84,1,40.752247,-73.993456,0,0,0,29.93,62.1,12.7
10242,88,1,40.752247,-73.993456,0,0,0,29.89,63,10.4
18378,92,1,40.752247,-73.993456,0,0,0,29.94,59,4.6
6698,96,1,40.752247,-73.993456,0,0,0,29.97,53.1,3.5
1504,100,1,40.752247,-73.993456,0,0,0,29.96,52,4.6
7050,104,1,40.752247,-73.993456,0,0,0,29.99,57.9,3.5
18265,108,1,40.752247,-73.993456,0,0,0,29.94,68,8.1
10440,112,1,40.752247,-73.993456,0,0,0,29.86,68,6.9
17698,116,1,40.752247,-73.993456,0,0,0,29.86,63,6.9
7188,120,0,40.752247,-73.993456,0,0,0,29.87,59,4.6
1451,124,0,40.752247,-73.993456,0,0,0,29.83,55.9,3.5
897,128,0,40.752247,-73.993456,0,0,0,29.86,60.1,5.8
5383,132,0,40.752247,-73.993456,0,0,0,29.82,68,5.8
7176,136,0,40.752247,-73.993456,0,0,0,29.81,66.9,4.6
10263,140,0,40.752247,-73.993456,0,0,0,29.86,60.1,4.6
5688,144,0,40.752247,-73.993456,0,0,0,29.87,57,6.9
1233,148,0,40.752247,-73.993456,0,0,0,29.88,54,6.9
836,152,0,40.752247,-73.993456,0,0,0,29.9,59,4.6
3427,156,0,40.752247,-73.993456,0,0,0,29.88,71.1,3.5
6299,160,0,40.752247,-73.993456,0,0,0,29.85,71.1,5.8
9074,164,0,40.752247,-73.993456,0,0,0,29.93,64.9,9.2
6153,0,1,40.752247,-73.993456,0,0,0,29.96,59,0
646,4,1,40.752247,-73.993456,0,0,0,29.95,55.9,3.5
7402,8,1,40.752247,-73.993456,0,0,0,30.01,57.9,5.8
19593,12,1,40.752247,-73.993456,0,0,0,29.94,66.9,8.1
9492,16,1,40.752247,-73.993456,0,0,0,29.88,70,15
15635,20,1,40.752247,-73.993456,0,0,0,29.93,64,5.8
5702,24,1,40.752247,-73.993456,0,0,0,29.94,57.9,5.8
750,28,1,40.752247,-73.993456,0,0,0,29.96,55,4.6
6523,32,1,40.752247,-73.993456,0,0,0,30.01,60.1,5.8
20330,36,1,40.752247,-73.993456,0,0,0,29.96,71.1,9.2
9732,40,1,40.752247,-73.993456,0,0,0,29.94,73.9,8.1
19085,44,1,40.752247,-73.993456,0,0,0,30,55.9,0
6456,48,1,40.752247,-73.993456,0,0,0,30.06,54,0
750,52,1,40.752247,-73.993456,0,0,0,30.04,52,0
7241,56,1,40.752247,-73.993456,0,0,0,30.09,57.9,10.4
19395,60,1,40.752247,-73.993456,0,0,0,30.08,63,6.9
7411,64,1,40.752247,-73.993456,0,0,0,30.05,70,8.1
16496,68,1,40.752247,-73.993456,0,0,0,30.08,61,4.6
8223,72,1,40.752247,-73.993456,0,0,0,30.08,57,0
1576,76,1,40.752247,-73.993456,0,0,0,30.09,57.9,0
4770,80,1,40.752247,-73.993456,0,0,0,30.08,60.1,8.1
17426,84,1,40.752247,-73.993456,0,0,0,30.02,71.1,3.5
9116,88,1,40.752247,-73.993456,0,0,0,29.99,63,9.2
14047,92,1,40.752247,-73.993456,0,0,0,30.04,54,9.2
12946,96,1,40.752247,-73.993456,0,0,0,30.03,52,0
1964,100,1,40.752247,-73.993456,0,0,0,29.99,54,3.5
8314,104,1,40.752247,-73.993456,0,0,0,29.98,57.9,0
18172,108,1,40.752247,-73.993456,0,0,0,29.96,62.1,4.6
10336,112,1,40.752247,-73.993456,0,0,0,29.87,64,4.6
18487,116,1,40.752247,-73.993456,0,0,0,29.88,57.9,3.5
7196,120,0,40.752247,-73.993456,0,0,0,29.87,57.9,0
1725,124,0,40.752247,-73.993456,0,0,0,29.85,57.9,3.5
917,128,0,40.752247,-73.993456,0,0,0,29.89,60.8,4.6
5880,132,0,40.752247,-73.993456,0,0,0,29.85,62.1,5.8
9071,136,0,40.752247,-73.993456,0,0,0,29.79,62.1,9.2
10602,140,0,40.752247,-73.993456,0,0,0,29.8,59,4.6
5885,144,0,40.752247,-73.993456,0,0,0,29.74,59,6.9
1619,148,0,40.752247,-73.993456,0,1,0.07,29.73,59,5.8
574,152,0,40.752247,-73.993456,0,1,0.06,29.66,59,0
4635,156,0,40.752247,-73.993456,0,0,0,29.63,62.6,0
3900,160,0,40.752247,-73.993456,0,0,0,29.56,66.9,4.6
12841,164,0,40.752247,-73.993456,0,0,0,29.62,62.6,4.6
4882,0,1,40.752247,-73.993456,0,0,0,29.64,60.8,5.8
749,4,1,40.752247,-73.993456,0,0,0,29.62,62.6,6.9
8901,8,1,40.752247,-73.993456,0,1,0.02,29.7,55.4,10.4
20878,12,1,40.752247,-73.993456,0,0,0,29.75,61,12.7
10199,16,1,40.752247,-73.993456,0,0,0,29.76,55.9,6.9
17869,20,1,40.752247,-73.993456,0,0,0,29.82,54,12.7
5927,24,1,40.752247,-73.993456,0,1,0.21,29.93,53.6,17.3
654,28,1,40.752247,-73.993456,0,1,0.21,29.93,53.6,17.3
7576,32,1,40.752247,-73.993456,0,1,0.21,29.93,53.6,17.3
22609,36,1,40.752247,-73.993456,0,0,0,29.91,55.9,10.4
9976,40,1,40.752247,-73.993456,0,0,0,29.93,59,8.1
17621,44,1,40.752247,-73.993456,0,0,0,29.95,57,9.2
6056,48,1,40.752247,-73.993456,0,1,0.02,29.97,53.6,17.3
669,52,1,40.752247,-73.993456,0,0,0.01,29.94,55.9,9.2
6804,56,1,40.752247,-73.993456,0,0,0,30.01,57.2,5.8
25392,60,1,40.752247,-73.993456,0,0,0,29.99,64,9.2
10690,64,1,40.752247,-73.993456,0,1,0.15,29.99,60.8,8.1
18647,68,1,40.752247,-73.993456,0,0,0,29.98,60.8,6.9
6565,72,1,40.752247,-73.993456,0,1,0.06,29.98,59,6.9
852,76,1,40.752247,-73.993456,0,0,0,30,60.8,0
5898,80,1,40.752247,-73.993456,0,0,0,30.04,62.6,4.6
21230,84,1,40.752247,-73.993456,0,0,0,30.01,73,3.5
8588,88,1,40.752247,-73.993456,0,0,0,30,69.8,5.8
21074,92,1,40.752247,-73.993456,0,0,0,29.97,64,5.8
6679,96,1,40.752247,-73.993456,0,0,0,29.96,60.1,0
1069,100,1,40.752247,-73.993456,0,0,0,29.97,57.2,0
5665,104,1,40.752247,-73.993456,0,0,0,29.99,60.8,0
19821,108,1,40.752247,-73.993456,0,1,0.01,29.97,60.8,0
11214,112,1,40.752247,-73.993456,0,1,0.01,29.95,62.6,0
18812,116,1,40.752247,-73.993456,0,0,0,29.93,59,0
7078,120,0,40.752247,-73.993456,0,0,0,29.94,57.9,0
1419,124,0,40.752247,-73.993456,0,0,0,29.95,55.4,0
841,128,0,40.752247,-73.993456,0,0,0,29.96,62.1,0
5489,132,0,40.752247,-73.993456,0,0,0,29.96,73,5.8
8845,136,0,40.752247,-73.993456,0,0,0,29.93,73,3.5
10697,140,0,40.752247,-73.993456,0,0,0,30,60.8,0
6129,144,0,40.752247,-73.993456,0,0,0,30.06,57.2,0
1269,148,0,40.752247,-73.993456,0,0,0,30.08,57.9,5.8
815,152,0,40.752247,-73.993456,0,0,0,30.17,57,4.6
4201,156,0,40.752247,-73.993456,0,0,0,30.17,55.9,8.1
7400,160,0,40.752247,-73.993456,0,0,0,30.17,55,5.8
8436,164,0,40.752247,-73.993456,0,0,0,30.14,54,4.6
5093,0,1,40.752247,-73.993456,0,0,0,30.14,55,5.8
648,4,1,40.752247,-73.993456,0,0,0,30.11,57,5.8
7600,8,1,40.752247,-73.993456,0,0,0,30.06,60.1,6.9
21384,12,1,40.752247,-73.993456,0,0,0,30.02,61,8.1
9959,16,1,40.752247,-73.993456,0,0,0,29.89,64.9,8.1
17013,20,1,40.752247,-73.993456,0,0,0,29.83,63,9.2
5739,24,1,40.752247,-73.993456,0,0,0,29.81,66.2,4.6
812,28,1,40.752247,-73.993456,0,0,0,29.78,68,3.5
8019,32,1,40.752247,-73.993456,0,0,0,29.8,69.8,5.8
21595,36,1,40.752247,-73.993456,0,0,0,29.76,79,8.1
10238,40,1,40.752247,-73.993456,0,0,0,29.76,80.1,9.2
18425,44,1,40.752247,-73.993456,0,0,0,29.79,77,0
6042,48,1,40.752247,-73.993456,0,0,0,29.84,72,3.5
826,52,1,40.752247,-73.993456,0,0,0,29.86,66.9,5.8
6804,56,1,40.752247,-73.993456,0,0,0,29.93,70,3.5
21835,60,1,40.752247,-73.993456,0,0,0,29.93,81,4.6
10694,64,1,40.752247,-73.993456,0,0,0,29.91,79,9.2
18158,68,1,40.752247,-73.993456,0,0,0,29.92,70,4.6
6713,72,1,40.752247,-73.993456,0,0,0,29.94,66.9,4.6
1002,76,1,40.752247,-73.993456,0,0,0,29.93,64.9,4.6
7676,80,1,40.752247,-73.993456,1,0,0,29.95,69.1,6.9
19753,84,1,40.752247,-73.993456,1,0,0,29.91,73.9,10.4
10592,88,1,40.752247,-73.993456,1,0,0,29.89,71.6,10.4
18208,92,1,40.752247,-73.993456,1,0,0,29.86,69.1,8.1
6741,96,1,40.752247,-73.993456,0,0,0,29.92,66.9,0
1159,100,1,40.752247,-73.993456,0,0,0,29.95,64.4,0
5634,104,1,40.752247,-73.993456,1,0,0,29.99,71.1,5.8
17175,108,1,40.752247,-73.993456,1,0,0,29.96,82,8.1
12665,112,1,40.752247,-73.993456,0,0,0,29.91,81,6.9
15397,116,1,40.752247,-73.993456,0,0,0,29.96,72,5.8
6915,120,0,40.752247,-73.993456,0,0,0,29.98,71.1,0
1506,124,0,40.752247,-73.993456,0,0,0,29.98,69.1,0
780,128,0,40.752247,-73.993456,0,0,0,30.04,73,0
4977,132,0,40.752247,-73.993456,0,0,0,30.02,82,4.6
7939,136,0,40.752247,-73.993456,0,0,0,30.03,77,6.9
8500,140,0,40.752247,-73.993456,0,0,0,30.05,72,6.9
5859,144,0,40.752247,-73.993456,0,0,0,30.06,71.1,9.2
1322,148,0,40.752247,-73.993456,0,0,0,30.07,68,3.5
587,152,0,40.752247,-73.993456,1,0,0,30.12,72,5.8
3867,156,0,40.752247,-73.993456,0,0,0,30.09,80.1,8.1
6710,160,0,40.752247,-73.993456,0,0,0,30.04,80.1,5.8
7824,164,0,40.752247,-73.993456,0,0,0,30.06,75.9,4.6
5277,0,1,40.752247,-73.993456,0,0,0,30.07,75,6.9
913,4,1,40.752247,-73.993456,0,0,0,30.03,73,6.9
805,8,1,40.752247,-73.993456,0,0,0,30.08,71.1,6.9
3596,12,1,40.752247,-73.993456,0,0,0,30.09,81,0
7341,16,1,40.752247,-73.993456,0,0,0,30.06,86,3.5
10873,20,1,40.752247,-73.993456,0,0,0,30.09,84,3.5
7220,24,1,40.752247,-73.993456,0,0,0,30.12,79,4.6
630,28,1,40.752247,-73.993456,0,0,0,30.14,73.9,3.5
8545,32,1,40.752247,-73.993456,0,0,0,30.19,78.1,8.1
20168,36,1,40.752247,-73.993456,0,0,0,30.19,84.9,10.4
8814,40,1,40.752247,-73.993456,0,0,0,30.16,81,8.1
18560,44,1,40.752247,-73.993456,0,0,0,30.17,73,4.6
2520,144,0,40.752247,-73.993456,0,0,0,30.23,55,4.6
608,148,0,40.752247,-73.993456,0,0,0,30.25,52,0
126,152,0,40.752247,-73.993456,0,0,0,30.29,57.9,8.1
677,156,0,40.752247,-73.993456,0,0,0,30.28,69.1,0
1973,160,0,40.752247,-73.993456,0,0,0,30.25,60.1,8.1
3186,164,0,40.752247,-73.993456,0,0,0,30.28,52,6.9
1342,0,1,40.752247,-73.993456,0,0,0,30.31,51.1,4.6
294,4,1,40.752247,-73.993456,0,0,0,30.26,52,8.1
1590,8,1,40.752247,-73.993456,0,0,0,30.3,53.1,6.9
5037,12,1,40.752247,-73.993456,0,0,0,30.24,57,8.1
3152,16,1,40.752247,-73.993456,0,0,0,30.15,61,3.5
6569,20,1,40.752247,-73.993456,0,0,0,30.15,57.9,4.6
2133,24,1,40.752247,-73.993456,0,0,0,30.14,55.9,3.5
474,28,1,40.752247,-73.993456,0,0,0,30.12,55,6.9
1863,32,1,40.752247,-73.993456,0,0,0,30.12,59,4.6
4736,36,1,40.752247,-73.993456,0,0,0,30.07,71.1,8.1
2427,40,1,40.752247,-73.993456,0,0,0,29.97,66.9,4.6
6848,44,1,40.752247,-73.993456,0,0,0,29.95,63,9.2
2309,48,1,40.752247,-73.993456,0,0,0,29.94,64,0
205,52,1,40.752247,-73.993456,0,0,0,29.91,62.1,0
1842,56,1,40.752247,-73.993456,0,1,0.08,29.98,53.6,5.8
4899,60,1,40.752247,-73.993456,0,1,0.03,29.96,50,4.6
3440,64,1,40.752247,-73.993456,0,0,0,29.98,48.2,5.8
7216,68,1,40.752247,-73.993456,0,0,0,30.02,50,12.7
2481,72,1,40.752247,-73.993456,0,0,0,30.01,48.9,5.8
186,76,1,40.752247,-73.993456,0,0,0,29.99,46.9,4.6
1460,80,1,40.752247,-73.993456,0,0,0,29.98,52,8.1
4975,84,1,40.752247,-73.993456,0,0,0,29.93,62.1,12.7
3368,88,1,40.752247,-73.993456,0,0,0,29.89,63,10.4
7278,92,1,40.752247,-73.993456,0,0,0,29.94,59,4.6
2276,96,1,40.752247,-73.993456,0,0,0,29.97,53.1,3.5
448,100,1,40.752247,-73.993456,0,0,0,29.96,52,4.6
1469,104,1,40.752247,-73.993456,0,0,0,29.99,57.9,3.5
4550,108,1,40.752247,-73.993456,0,0,0,29.94,68,8.1
3616,112,1,40.752247,-73.993456,0,0,0,29.86,68,6.9
6368,116,1,40.752247,-73.993456,0,0,0,29.86,63,6.9
2514,120,0,40.752247,-73.993456,0,0,0,29.87,59,4.6
546,124,0,40.752247,-73.993456,0,0,0,29.83,55.9,3.5
288,128,0,40.752247,-73.993456,0,0,0,29.86,60.1,5.8
972,132,0,40.752247,-73.993456,0,0,0,29.82,68,5.8
1581,136,0,40.752247,-73.993456,0,0,0,29.81,66.9,4.6
2581,140,0,40.752247,-73.993456,0,0,0,29.86,60.1,4.6
1669,144,0,40.752247,-73.993456,0,0,0,29.87,57,6.9
544,148,0,40.752247,-73.993456,0,0,0,29.88,54,6.9
202,152,0,40.752247,-73.993456,0,0,0,29.9,59,4.6
970,156,0,40.752247,-73.993456,0,0,0,29.88,71.1,3.5
1757,160,0,40.752247,-73.993456,0,0,0,29.85,71.1,5.8
2029,164,0,40.752247,-73.993456,0,0,0,29.93,64.9,9.2
1427,0,1,40.752247,-73.993456,0,0,0,29.96,59,0
240,4,1,40.752247,-73.993456,0,0,0,29.95,55.9,3.5
1508,8,1,40.752247,-73.993456,0,0,0,30.01,57.9,5.8
4618,12,1,40.752247,-73.993456,0,0,0,29.94,66.9,8.1
3345,16,1,40.752247,-73.993456,0,0,0,29.88,70,15
6596,20,1,40.752247,-73.993456,0,0,0,29.93,64,5.8
2065,24,1,40.752247,-73.993456,0,0,0,29.94,57.9,5.8
279,28,1,40.752247,-73.993456,0,0,0,29.96,55,4.6
1822,32,1,40.752247,-73.993456,0,0,0,30.01,60.1,5.8
4639,36,1,40.752247,-73.993456,0,0,0,29.96,71.1,9.2
2048,40,1,40.752247,-73.993456,0,0,0,29.94,73.9,8.1
4589,44,1,40.752247,-73.993456,0,0,0,30,55.9,0
6467,48,1,40.752247,-73.993456,0,0,0,30.06,54,0
192,52,1,40.752247,-73.993456,0,0,0,30.04,52,0
2012,56,1,40.752247,-73.993456,0,0,0,30.09,57.9,10.4
2928,60,1,40.752247,-73.993456,0,0,0,30.08,63,6.9
2951,64,1,40.752247,-73.993456,0,0,0,30.05,70,8.1
8196,68,1,40.752247,-73.993456,0,0,0,30.08,61,4.6
2428,72,1,40.752247,-73.993456,0,0,0,30.08,57,0
621,76,1,40.752247,-73.993456,0,0,0,30.09,57.9,0
57,80,1,40.752247,-73.993456,0,0,0,30.08,60.1,8.1
5360,84,1,40.752247,-73.993456,0,0,0,30.02,71.1,3.5
2967,88,1,40.752247,-73.993456,0,0,0,29.99,63,9.2
7033,92,1,40.752247,-73.993456,0,0,0,30.04,54,9.2
4339,96,1,40.752247,-73.993456,0,0,0,30.03,52,0
187,100,1,40.752247,-73.993456,0,0,0,29.99,54,3.5
1600,104,1,40.752247,-73.993456,0,0,0,29.98,57.9,0
4446,108,1,40.752247,-73.993456,0,0,0,29.96,62.1,4.6
3833,112,1,40.752247,-73.993456,0,0,0,29.87,64,4.6
6323,116,1,40.752247,-73.993456,0,0,0,29.88,57.9,3.5
2442,120,0,40.752247,-73.993456,0,0,0,29.87,57.9,0
485,124,0,40.752247,-73.993456,0,0,0,29.85,57.9,3.5
71,128,0,40.752247,-73.993456,0,0,0,29.89,60.8,4.6
828,132,0,40.752247,-73.993456,0,0,0,29.85,62.1,5.8
1621,136,0,40.752247,-73.993456,0,0,0,29.79,62.1,9.2
2034,140,0,40.752247,-73.993456,0,0,0,29.8,59,4.6
1238,144,0,40.752247,-73.993456,0,0,0,29.74,59,6.9
340,148,0,40.752247,-73.993456,0,1,0.07,29.73,59,5.8
105,152,0,40.752247,-73.993456,0,1,0.06,29.66,59,0
782,156,0,40.752247,-73.993456,0,0,0,29.63,62.6,0
1590,160,0,40.752247,-73.993456,0,0,0,29.56,66.9,4.6
2228,164,0,40.752247,-73.993456,0,0,0,29.62,62.6,4.6
964,0,1,40.752247,-73.993456,0,0,0,29.64,60.8,5.8
142,4,1,40.752247,-73.993456,0,0,0,29.62,62.6,6.9
1783,8,1,40.752247,-73.993456,0,1,0.02,29.7,55.4,10.4
